,iteration,BottleneckKAGN_16_8_16_loss,FastKAN_128_8_128_loss,FastKAN_16_8_16_loss,FastKAN_256_128_256_loss,ReluKAN_16_8_16_loss,ReluKAN_256_128_256_loss,SQuIRELS_16_8_16_loss,SQuIRELS_256_128_256_loss,WavKAN_16_8_16_loss
97,0,0.002001,0.002015,0.001982,0.002128,0.002024,0.001986,0.001965,0.002003,0.773856
98,0,0.002001,0.002015,0.001981,0.002136,0.002024,0.001986,0.001965,0.002003,0.77177
99,0,0.002001,0.002014,0.001981,0.002143,0.002024,0.001986,0.001965,0.002003,0.769686
100,1,0.002,0.025102,0.01512,0.008191,0.533885,0.002,0.003019,0.001969,1.343971
101,1,0.002,0.014496,0.007887,0.004769,0.352066,0.001994,0.002635,0.001968,1.122655
102,1,0.002,0.011157,0.005372,0.00373,0.23554,0.001991,0.002389,0.001968,0.970567
103,1,0.002,0.009376,0.004336,0.003189,0.16329,0.00199,0.002249,0.001968,0.854777
104,1,0.002,0.008299,0.003796,0.00286,0.113843,0.00199,0.002176,0.001968,0.76064
105,1,0.002,0.00759,0.003443,0.002661,0.077952,0.001989,0.002135,0.001968,0.68357
106,1,0.002,0.007096,0.003189,0.002523,0.051505,0.001989,0.002108,0.001967,0.622924
107,1,0.002,0.006743,0.003,0.00242,0.032518,0.001989,0.002087,0.001967,0.57469
108,1,0.002,0.006479,0.002855,0.002338,0.019708,0.001989,0.002069,0.001967,0.535648
109,1,0.002,0.006271,0.002741,0.00229,0.01168,0.001988,0.002053,0.001967,0.504284
110,1,0.002,0.006109,0.00265,0.002235,0.006986,0.001988,0.00204,0.001967,0.478827
111,1,0.002,0.005982,0.002575,0.002272,0.00441,0.001988,0.002028,0.001967,0.457363
112,1,0.002,0.005877,0.002512,0.002223,0.003077,0.001988,0.002019,0.001967,0.438683
113,1,0.002,0.005789,0.002459,0.003945,0.002437,0.001988,0.002013,0.001967,0.422053
114,1,0.002,0.005719,0.002412,0.002191,0.002149,0.001988,0.002008,0.001967,0.406949
115,1,0.002,0.005663,0.002372,0.002346,0.002029,0.001987,0.002003,0.001967,0.393072
116,1,0.002,0.005616,0.002336,0.00372,0.001983,0.001987,0.001999,0.001967,0.38029
117,1,0.002,0.005576,0.002304,0.002236,0.001966,0.001987,0.001996,0.001967,0.368453
118,1,0.002,0.005545,0.002275,0.002541,0.001961,0.001987,0.001993,0.001967,0.35743
119,1,0.002,0.005515,0.002249,0.002153,0.001959,0.001987,0.001991,0.001967,0.347101
120,1,0.002,0.005481,0.002225,0.002068,0.001959,0.001987,0.001989,0.001967,0.337446
121,1,0.002,0.005445,0.002204,0.002067,0.001959,0.001987,0.001987,0.001967,0.32841
122,1,0.002,0.005408,0.002184,0.002079,0.001959,0.001987,0.001985,0.001967,0.319942
123,1,0.002,0.005369,0.002166,0.002228,0.001958,0.001986,0.001984,0.001967,0.31208
124,1,0.002,0.005337,0.00215,0.003204,0.001958,0.001986,0.001982,0.001967,0.304618
125,1,0.002,0.00533,0.002136,0.00237,0.001958,0.001986,0.001981,0.001967,0.297677
126,1,0.002,0.005338,0.002122,0.002101,0.001958,0.001986,0.00198,0.001967,0.291168
127,1,0.002,0.005348,0.00211,0.002169,0.001958,0.001986,0.001979,0.001967,0.285088
128,1,0.002,0.005343,0.002099,0.002886,0.001958,0.001986,0.001978,0.001967,0.279342
129,1,0.002,0.005311,0.002089,0.002675,0.001958,0.001987,0.001977,0.001967,0.273977
130,1,0.002,0.005286,0.00208,0.003582,0.001958,0.001986,0.001976,0.001967,0.268934
131,1,0.002,0.005275,0.002071,0.002588,0.001958,0.001986,0.001975,0.001967,0.264157
132,1,0.002,0.005259,0.002063,0.002479,0.001958,0.001986,0.001974,0.001967,0.259692
133,1,0.002,0.005223,0.002056,0.002097,0.001958,0.001986,0.001973,0.001967,0.255427
134,1,0.002,0.005179,0.002049,0.002347,0.001958,0.001986,0.001972,0.001967,0.251403
135,1,0.002,0.005141,0.002043,0.002222,0.001958,0.001986,0.001971,0.001967,0.24761
136,1,0.002,0.005114,0.002038,0.002276,0.001958,0.001986,0.001971,0.001967,0.244006
137,1,0.002,0.005096,0.002032,0.002741,0.001958,0.001986,0.00197,0.001967,0.240554
138,1,0.002,0.005082,0.002028,0.00245,0.001958,0.001986,0.001969,0.001967,0.237255
139,1,0.002,0.005071,0.002023,0.003137,0.001958,0.001986,0.001968,0.001967,0.234143
140,1,0.002,0.005062,0.002019,0.002037,0.001958,0.001986,0.001968,0.001967,0.231109
141,1,0.002,0.005053,0.002015,0.002295,0.001958,0.001986,0.001967,0.001967,0.228238
142,1,0.002,0.005045,0.002012,0.00231,0.001958,0.001986,0.001966,0.001967,0.225412
143,1,0.002,0.005036,0.002008,0.002328,0.001958,0.001986,0.001966,0.001967,0.222767
144,1,0.002,0.005028,0.002005,0.002477,0.001958,0.001986,0.001966,0.001967,0.220159
145,1,0.002,0.00502,0.002002,0.002339,0.001958,0.001986,0.001965,0.001967,0.217649
146,1,0.002,0.005012,0.002,0.002344,0.001958,0.001986,0.001965,0.001967,0.215213
147,1,0.002,0.005004,0.001997,0.00231,0.001958,0.001986,0.001965,0.001967,0.212888
148,1,0.002,0.004996,0.001995,0.002441,0.001958,0.001986,0.001965,0.001967,0.210645
149,1,0.002,0.004989,0.001993,0.002293,0.001958,0.001987,0.001964,0.001967,0.208419
150,1,0.002012,0.003528,0.002074,0.002093,0.002046,0.001997,0.001947,0.001977,0.888366
151,1,0.002012,0.003469,0.002069,0.002098,0.002046,0.001997,0.001946,0.001976,0.722415
152,1,0.002012,0.003383,0.002066,0.002105,0.002046,0.001997,0.001946,0.001976,0.60904
153,1,0.002012,0.003328,0.002064,0.002182,0.002046,0.001996,0.001945,0.001976,0.536858
154,1,0.002012,0.003311,0.002062,0.002205,0.002046,0.001996,0.001945,0.001976,0.491936
155,1,0.002012,0.003303,0.00206,0.00217,0.002045,0.001996,0.001945,0.001976,0.461341
156,1,0.002012,0.003289,0.002058,0.002202,0.002045,0.001996,0.001944,0.001976,0.438479
157,1,0.002012,0.003275,0.002057,0.002258,0.002045,0.001996,0.001944,0.001976,0.42028
158,1,0.002012,0.003264,0.002055,0.002293,0.002045,0.001996,0.001944,0.001976,0.405095
159,1,0.002012,0.003254,0.002054,0.002277,0.002045,0.001996,0.001944,0.001976,0.391997
160,1,0.002012,0.003241,0.002053,0.002258,0.002045,0.001996,0.001943,0.001976,0.380468
161,1,0.002012,0.003221,0.002052,0.002251,0.002045,0.001996,0.001943,0.001976,0.370229
162,1,0.002012,0.003207,0.002051,0.002258,0.002045,0.001996,0.001943,0.001976,0.360989
163,1,0.002012,0.003201,0.00205,0.002261,0.002045,0.001996,0.001943,0.001976,0.352629
164,1,0.002012,0.003198,0.00205,0.002268,0.002045,0.001996,0.001943,0.001976,0.345015
165,1,0.002012,0.003195,0.002049,0.002297,0.002045,0.001996,0.001942,0.001976,0.338066
166,1,0.002012,0.003192,0.002048,0.002316,0.002045,0.001996,0.001942,0.001976,0.331697
167,1,0.002012,0.00319,0.002048,0.002314,0.002045,0.001996,0.001942,0.001976,0.325817
168,1,0.002012,0.003187,0.002047,0.002304,0.002045,0.001996,0.001942,0.001976,0.320444
169,1,0.002012,0.003185,0.002047,0.002294,0.002045,0.001996,0.001942,0.001976,0.315459
170,1,0.002012,0.003183,0.002046,0.002285,0.002045,0.001997,0.001942,0.001976,0.310901
171,1,0.002012,0.003181,0.002046,0.002277,0.002045,0.001997,0.001941,0.001976,0.306704
172,1,0.002012,0.00318,0.002046,0.002268,0.002045,0.001997,0.001941,0.001976,0.302841
173,1,0.002012,0.003178,0.002045,0.002257,0.002045,0.001997,0.001941,0.001976,0.299292
174,1,0.002012,0.003176,0.002045,0.002245,0.002045,0.001997,0.001941,0.001976,0.296021
175,1,0.002012,0.003175,0.002044,0.002236,0.002045,0.001996,0.001941,0.001976,0.292954
176,1,0.002012,0.003173,0.002044,0.002231,0.002045,0.001995,0.00194,0.001976,0.290131
177,1,0.002012,0.003172,0.002044,0.00223,0.002045,0.001995,0.00194,0.001976,0.287497
178,1,0.002012,0.00317,0.002043,0.002233,0.002045,0.001995,0.00194,0.001976,0.285007
179,1,0.002012,0.003169,0.002043,0.002234,0.002045,0.001995,0.00194,0.001976,0.282693
180,1,0.002012,0.003167,0.002043,0.002234,0.002045,0.001995,0.00194,0.001976,0.280501
181,1,0.002012,0.003166,0.002043,0.002232,0.002045,0.001995,0.00194,0.001976,0.278444
182,1,0.002012,0.003164,0.002042,0.002226,0.002045,0.001995,0.00194,0.001976,0.276487
183,1,0.002012,0.003163,0.002042,0.002217,0.002045,0.001996,0.00194,0.001976,0.27462
184,1,0.002012,0.003161,0.002042,0.002205,0.002045,0.001998,0.001939,0.001976,0.272828
185,1,0.002012,0.00316,0.002041,0.002192,0.002045,0.001999,0.001939,0.001976,0.271136
186,1,0.002012,0.003158,0.002041,0.00218,0.002045,0.001994,0.001939,0.001976,0.269488
187,1,0.002012,0.003157,0.002041,0.002171,0.002045,0.001994,0.001939,0.001976,0.267917
188,1,0.002012,0.003155,0.002041,0.002166,0.002045,0.001994,0.001939,0.001976,0.266411
189,1,0.002012,0.003154,0.002041,0.002163,0.002045,0.001994,0.001939,0.001976,0.264983
190,1,0.002012,0.003152,0.00204,0.002161,0.002045,0.001994,0.001939,0.001976,0.263555
191,1,0.002012,0.003151,0.00204,0.00216,0.002045,0.001994,0.001939,0.001976,0.262198
192,1,0.002012,0.003149,0.00204,0.002159,0.002045,0.001994,0.001938,0.001976,0.260886
193,1,0.002012,0.003148,0.00204,0.002158,0.002045,0.001994,0.001938,0.001976,0.259616
194,1,0.002012,0.003146,0.00204,0.002156,0.002045,0.001994,0.001938,0.001976,0.258388
195,1,0.002012,0.003145,0.002039,0.002155,0.002045,0.001994,0.001938,0.001976,0.25719
196,1,0.002012,0.003143,0.002039,0.002154,0.002045,0.001994,0.001938,0.001976,0.256041
197,1,0.002012,0.003142,0.002039,0.002155,0.002045,0.001994,0.001938,0.001976,0.254911
198,1,0.002012,0.00314,0.002039,0.002156,0.002045,0.001994,0.001938,0.001976,0.253801
199,1,0.002012,0.003139,0.002039,0.002157,0.002045,0.001994,0.001938,0.001976,0.252748
200,2,0.00201,0.00471,0.001931,0.001952,0.001965,0.002009,0.001989,0.001958,0.393466
201,2,0.00201,0.004483,0.001923,0.001942,0.001965,0.002008,0.001988,0.001958,0.345071
202,2,0.00201,0.004332,0.001918,0.00205,0.001965,0.002008,0.001988,0.001958,0.317161
203,2,0.00201,0.004202,0.001914,0.001943,0.001965,0.002008,0.001988,0.001958,0.29822
204,2,0.00201,0.004143,0.00191,0.001977,0.001965,0.002008,0.001988,0.001958,0.284147
205,2,0.00201,0.004105,0.001907,0.001972,0.001965,0.002008,0.001988,0.001958,0.27301
206,2,0.00201,0.004075,0.001904,0.001981,0.001965,0.002008,0.001987,0.001958,0.263806
207,2,0.00201,0.004052,0.001901,0.002007,0.001965,0.002008,0.001987,0.001958,0.256054
208,2,0.00201,0.004033,0.001899,0.002066,0.001964,0.002008,0.001987,0.001958,0.249284
209,2,0.00201,0.004016,0.001897,0.002097,0.001964,0.002008,0.001987,0.001958,0.243373
210,2,0.00201,0.004002,0.001895,0.002085,0.001964,0.002008,0.001987,0.001958,0.238092
211,2,0.00201,0.00399,0.001893,0.002083,0.001964,0.002008,0.001987,0.001958,0.233334
212,2,0.00201,0.003979,0.001891,0.002126,0.001964,0.002007,0.001987,0.001958,0.228992
213,2,0.00201,0.003969,0.001889,0.002015,0.001964,0.002007,0.001987,0.001957,0.225039
214,2,0.00201,0.00396,0.001888,0.002084,0.001964,0.002007,0.001987,0.001957,0.221374
215,2,0.00201,0.003952,0.001886,0.002005,0.001964,0.002007,0.001987,0.001957,0.217964
216,2,0.00201,0.003945,0.001885,0.002051,0.001964,0.002007,0.001987,0.001958,0.214811
217,2,0.00201,0.003938,0.001884,0.002029,0.001964,0.002007,0.001987,0.001957,0.211831
218,2,0.00201,0.003932,0.001883,0.001995,0.001964,0.002007,0.001987,0.001957,0.209045
219,2,0.00201,0.003926,0.001882,0.001984,0.001964,0.002007,0.001987,0.001957,0.206392
220,2,0.00201,0.003921,0.001881,0.001969,0.001963,0.002007,0.001986,0.001957,0.203886
221,2,0.00201,0.003916,0.00188,0.001961,0.001963,0.002007,0.001986,0.001957,0.201544
222,2,0.00201,0.003911,0.001879,0.001951,0.001963,0.002007,0.001986,0.001957,0.19929
223,2,0.00201,0.003906,0.001878,0.001948,0.001963,0.002007,0.001986,0.001957,0.197179
224,2,0.00201,0.003902,0.001877,0.00194,0.001963,0.002007,0.001986,0.001957,0.195139
225,2,0.00201,0.003898,0.001876,0.001941,0.001963,0.002007,0.001986,0.001957,0.193219
226,2,0.00201,0.003895,0.001876,0.001937,0.001963,0.002007,0.001986,0.001957,0.191391
227,2,0.00201,0.003891,0.001875,0.001943,0.001963,0.002007,0.001986,0.001957,0.189592
228,2,0.00201,0.003888,0.001874,0.001945,0.001963,0.002007,0.001986,0.001957,0.187905
229,2,0.00201,0.003885,0.001873,0.00195,0.001963,0.002007,0.001986,0.001957,0.18628
230,2,0.00201,0.003881,0.001873,0.00195,0.001963,0.002007,0.001986,0.001957,0.184726
231,2,0.00201,0.003879,0.001872,0.001944,0.001963,0.002007,0.001986,0.001957,0.183196
232,2,0.00201,0.003876,0.001872,0.00194,0.001963,0.002007,0.001986,0.001957,0.181757
233,2,0.00201,0.003873,0.001871,0.00193,0.001963,0.002007,0.001986,0.001957,0.180355
234,2,0.00201,0.003871,0.00187,0.001925,0.001963,0.002007,0.001986,0.001957,0.178987
235,2,0.00201,0.003869,0.00187,0.001917,0.001963,0.002007,0.001986,0.001957,0.177685
236,2,0.00201,0.003866,0.001869,0.001915,0.001963,0.002007,0.001986,0.001957,0.176404
237,2,0.00201,0.003864,0.001869,0.001917,0.001963,0.002007,0.001986,0.001957,0.175176
238,2,0.00201,0.003862,0.001868,0.001924,0.001963,0.002007,0.001986,0.001957,0.17398
239,2,0.00201,0.00386,0.001868,0.001939,0.001963,0.002007,0.001986,0.001957,0.172825
240,2,0.00201,0.003858,0.001867,0.001944,0.001963,0.002007,0.001986,0.001957,0.171716
241,2,0.00201,0.003856,0.001867,0.001951,0.001963,0.002007,0.001986,0.001957,0.170606
242,2,0.00201,0.003853,0.001866,0.00195,0.001962,0.002007,0.001986,0.001957,0.169543
243,2,0.00201,0.003851,0.001866,0.001955,0.001962,0.002007,0.001986,0.001957,0.168529
244,2,0.00201,0.003849,0.001865,0.001956,0.001962,0.002007,0.001986,0.001957,0.167537
245,2,0.00201,0.003846,0.001865,0.001961,0.001962,0.002007,0.001986,0.001957,0.166556
246,2,0.00201,0.003844,0.001864,0.001963,0.001962,0.002007,0.001986,0.001957,0.165589
247,2,0.00201,0.003841,0.001864,0.001967,0.001962,0.002007,0.001986,0.001957,0.164661
248,2,0.00201,0.003839,0.001863,0.00197,0.001962,0.002007,0.001986,0.001957,0.163749
249,2,0.00201,0.003836,0.001863,0.001973,0.001962,0.002007,0.001986,0.001957,0.162867
250,2,0.001979,0.005293,0.001968,0.002005,0.001972,0.001948,0.001996,0.001958,0.381543
251,2,0.001979,0.005164,0.001965,0.002001,0.001971,0.001949,0.001996,0.001958,0.353862
252,2,0.001979,0.005096,0.001964,0.001997,0.001971,0.001949,0.001996,0.001958,0.338902
253,2,0.001979,0.005068,0.001963,0.002005,0.001971,0.00195,0.001995,0.001958,0.328402
254,2,0.001979,0.005047,0.001963,0.00201,0.001971,0.00195,0.001995,0.001958,0.320266
255,2,0.001979,0.005031,0.001962,0.002012,0.001971,0.00195,0.001995,0.001958,0.313534
256,2,0.001979,0.005016,0.001962,0.002012,0.001971,0.00195,0.001995,0.001958,0.307831
257,2,0.001979,0.005004,0.001961,0.002011,0.001971,0.00195,0.001995,0.001958,0.302811
258,2,0.001979,0.004992,0.001961,0.002009,0.001971,0.00195,0.001995,0.001958,0.298335
259,2,0.001979,0.004982,0.001961,0.002007,0.001971,0.00195,0.001995,0.001958,0.294262
260,2,0.001979,0.004973,0.001961,0.002004,0.001971,0.001951,0.001995,0.001958,0.290551
261,2,0.001979,0.004965,0.001961,0.002001,0.001971,0.001951,0.001995,0.001958,0.287112
262,2,0.001979,0.004958,0.00196,0.001998,0.001971,0.001951,0.001995,0.001958,0.283907
263,2,0.001979,0.004951,0.00196,0.001996,0.001971,0.001951,0.001995,0.001958,0.280926
264,2,0.001979,0.004945,0.00196,0.001994,0.001971,0.001951,0.001994,0.001958,0.278156
265,2,0.001979,0.00494,0.00196,0.001988,0.001971,0.001951,0.001994,0.001958,0.275563
266,2,0.001979,0.004935,0.00196,0.001985,0.001971,0.001951,0.001994,0.001958,0.273108
267,2,0.001979,0.00493,0.00196,0.001985,0.001971,0.001951,0.001994,0.001958,0.270805
268,2,0.001979,0.004926,0.00196,0.001987,0.001971,0.001951,0.001994,0.001958,0.268639
269,2,0.001979,0.004922,0.001959,0.001989,0.001971,0.001951,0.001994,0.001958,0.266569
270,2,0.001979,0.004919,0.001959,0.001991,0.001971,0.001951,0.001994,0.001958,0.264642
271,2,0.001979,0.004915,0.001959,0.001993,0.001971,0.001952,0.001994,0.001958,0.2628
272,2,0.001979,0.004912,0.001959,0.001996,0.001971,0.001952,0.001994,0.001958,0.261022
273,2,0.001979,0.00491,0.001959,0.001998,0.001971,0.001952,0.001994,0.001958,0.25935
274,2,0.001979,0.004907,0.001959,0.001999,0.001971,0.001952,0.001994,0.001958,0.25777
275,2,0.001979,0.004905,0.001959,0.002001,0.001971,0.001952,0.001994,0.001958,0.25623
276,2,0.001979,0.004903,0.001959,0.002001,0.001971,0.001952,0.001994,0.001958,0.254806
277,2,0.001979,0.004901,0.001958,0.002001,0.001971,0.001952,0.001994,0.001958,0.253405
278,2,0.001979,0.004899,0.001958,0.001999,0.001971,0.001952,0.001994,0.001958,0.252052
279,2,0.001979,0.004897,0.001958,0.001998,0.001971,0.001952,0.001994,0.001958,0.250769
