,iteration,BottleneckKAGNAttentionConv_16_4_1_loss,BottleneckKAGNConv_256_128_2_loss,BottleneckKAGNLinear_128_8_4_loss,BottleneckKAGNLinear_256_128_32_loss,FastKANConvLR_128_8_4_loss,FastKANConv_128_8_4_loss,FastKANConv_256_128_4_loss,FastKANLinear_128_8_4_loss,FastKANLinear_256_128_32_loss,FastKANWide_256_128_16_loss,ReluKAN_256_128_4_loss,SQuIRELSConv_16_8_2_loss,SQuIRELSConv_256_128_32_loss,SQuIRELSConv_256_128_64_loss,SQuIRELSLinear_128_8_4_loss,SQuIRELSLinear_256_128_32_loss
14,0,0.020132,0.047567,0.141583,0.036102,0.007752,0.0037,0.006583,0.020644,0.00312,0.019668,0.038125,0.00201,0.001996,0.001943,0.070258,0.00222
15,0,0.01895,0.044889,0.132908,0.033897,0.007266,0.003441,0.005801,0.017908,0.002961,0.017873,0.036671,0.002008,0.001995,0.001941,0.068171,0.002157
16,0,0.017803,0.042419,0.124946,0.031608,0.006841,0.003227,0.005171,0.015506,0.002829,0.016264,0.035294,0.002007,0.001994,0.001939,0.066269,0.002111
17,0,0.016662,0.040054,0.117678,0.029496,0.006435,0.003049,0.004656,0.013408,0.002718,0.014828,0.033987,0.002006,0.001992,0.001937,0.064515,0.002077
18,0,0.015707,0.03775,0.111013,0.027902,0.006068,0.0029,0.004234,0.011586,0.002625,0.013542,0.032897,0.002004,0.00199,0.001936,0.062878,0.002052
19,0,0.014802,0.035512,0.104909,0.026771,0.005721,0.002775,0.003883,0.010016,0.002545,0.01236,0.031888,0.002003,0.001988,0.001935,0.061337,0.002036
20,0,0.013952,0.033352,0.099237,0.025831,0.005252,0.00267,0.003588,0.008673,0.002476,0.011372,0.030864,0.002002,0.001985,0.001934,0.059883,0.002025
21,0,0.013002,0.03128,0.093905,0.024821,0.004648,0.002581,0.003341,0.007532,0.002417,0.010421,0.02975,0.002002,0.001981,0.001933,0.058506,0.002018
22,0,0.012463,0.029373,0.088922,0.023438,0.004248,0.002505,0.003132,0.006568,0.002366,0.009545,0.02854,0.002001,0.001977,0.001932,0.057192,0.002013
23,0,0.011894,0.027733,0.084257,0.021369,0.003985,0.002439,0.002955,0.005757,0.002321,0.008792,0.027555,0.002,0.001973,0.001931,0.055924,0.00201
24,0,0.01149,0.02637,0.079857,0.019286,0.003784,0.002383,0.002806,0.005078,0.002283,0.008133,0.026926,0.002,0.00197,0.00193,0.054686,0.002008
25,0,0.010936,0.025217,0.075716,0.016283,0.003617,0.002334,0.002681,0.00451,0.002249,0.007513,0.026504,0.002,0.001967,0.00193,0.053468,0.002007
26,0,0.010243,0.024204,0.071866,0.01307,0.00346,0.002292,0.002578,0.004037,0.00222,0.006981,0.026195,0.001999,0.001965,0.001929,0.052264,0.002006
27,0,0.009647,0.023274,0.06829,0.010451,0.003322,0.002256,0.002493,0.003644,0.002194,0.006513,0.025954,0.001999,0.001963,0.001928,0.051068,0.002005
28,0,0.008876,0.022379,0.064951,0.009465,0.003196,0.002224,0.002423,0.003319,0.002172,0.006103,0.025757,0.001999,0.001961,0.001927,0.049881,0.002004
29,0,0.007805,0.021481,0.06182,0.009161,0.003077,0.002197,0.002365,0.003051,0.002152,0.005742,0.025588,0.001998,0.001959,0.001927,0.048703,0.002003
30,0,0.007119,0.020568,0.058878,0.008923,0.00297,0.002173,0.002316,0.00283,0.002135,0.005413,0.025437,0.001998,0.001957,0.001926,0.047532,0.002002
31,0,0.006471,0.019699,0.056107,0.008688,0.00287,0.002152,0.002275,0.00265,0.00212,0.005138,0.025297,0.001998,0.001956,0.001926,0.04637,0.002002
32,0,0.00595,0.018956,0.053488,0.008452,0.002778,0.002133,0.00224,0.002503,0.002106,0.004871,0.025161,0.001998,0.001954,0.001925,0.045218,0.002001
33,0,0.005584,0.01836,0.051007,0.008216,0.002694,0.002117,0.00221,0.002385,0.002095,0.004644,0.025024,0.001998,0.001953,0.001924,0.044076,0.002001
34,0,0.005269,0.017879,0.04866,0.00798,0.002618,0.002103,0.002184,0.002291,0.002084,0.00444,0.024875,0.001998,0.001951,0.001924,0.042945,0.002
35,0,0.004969,0.017475,0.046451,0.007744,0.002547,0.00209,0.002161,0.002216,0.002075,0.004254,0.024699,0.001998,0.00195,0.001923,0.041826,0.002
36,0,0.004692,0.01712,0.04438,0.0075,0.002482,0.002079,0.002142,0.002158,0.002067,0.004088,0.024464,0.001997,0.001948,0.001923,0.040719,0.002
37,0,0.004497,0.016795,0.042438,0.007144,0.002426,0.002069,0.002125,0.002114,0.00206,0.003938,0.024079,0.001997,0.001947,0.001922,0.039625,0.002
38,0,0.004347,0.016485,0.040619,0.005713,0.002377,0.00206,0.00211,0.00208,0.002054,0.003803,0.023257,0.001997,0.001946,0.001922,0.038545,0.001999
39,0,0.004206,0.016179,0.038914,0.005414,0.002333,0.002053,0.002097,0.002055,0.002048,0.00368,0.020916,0.001997,0.001945,0.001922,0.037478,0.001999
40,0,0.004038,0.015867,0.037319,0.005263,0.002293,0.002046,0.002086,0.002037,0.002043,0.003575,0.019327,0.001997,0.001944,0.001921,0.036427,0.001999
41,0,0.003882,0.015535,0.035827,0.005117,0.002257,0.00204,0.002076,0.002025,0.002039,0.003471,0.018174,0.001997,0.001943,0.001921,0.035392,0.001999
42,0,0.003762,0.015175,0.034433,0.004973,0.002226,0.002035,0.002067,0.002016,0.002035,0.003378,0.015267,0.001997,0.001943,0.00192,0.034374,0.001999
43,0,0.003655,0.01478,0.033128,0.004827,0.002197,0.00203,0.00206,0.002011,0.002032,0.003302,0.012231,0.001997,0.001942,0.00192,0.033374,0.001999
44,0,0.003544,0.01435,0.031907,0.004677,0.002171,0.002026,0.002053,0.002007,0.002029,0.003221,0.009031,0.001997,0.001941,0.00192,0.032392,0.001999
45,0,0.00345,0.013871,0.030762,0.004522,0.002147,0.002022,0.002047,0.002005,0.002026,0.003156,0.007588,0.001997,0.001941,0.001919,0.031429,0.001999
46,0,0.003378,0.013057,0.029686,0.004361,0.002124,0.002019,0.002042,0.002003,0.002023,0.003095,0.007185,0.001997,0.00194,0.001919,0.030485,0.001998
47,0,0.003276,0.011471,0.028671,0.004196,0.002103,0.002016,0.002037,0.002003,0.002021,0.003038,0.007001,0.001997,0.001939,0.001919,0.029562,0.001998
48,0,0.003177,0.010667,0.027713,0.004032,0.002088,0.002014,0.002033,0.002002,0.002019,0.002983,0.006887,0.001997,0.001939,0.001918,0.028658,0.001998
49,0,0.003101,0.010189,0.026803,0.003881,0.002075,0.002012,0.002029,0.002001,0.002018,0.002927,0.006807,0.001997,0.001938,0.001918,0.027775,0.001998
50,0,0.003022,0.009669,0.025937,0.003753,0.002064,0.00201,0.002026,0.002001,0.002016,0.002888,0.006745,0.001997,0.001938,0.001917,0.026913,0.001998
51,0,0.002949,0.008665,0.025111,0.003649,0.002054,0.002008,0.002023,0.002001,0.002015,0.002841,0.006689,0.001997,0.001937,0.001917,0.026071,0.001998
52,0,0.002866,0.00812,0.024319,0.003559,0.002047,0.002006,0.00202,0.002,0.002013,0.0028,0.006473,0.001997,0.001937,0.001916,0.025249,0.001998
53,0,0.002758,0.00781,0.023558,0.003476,0.00204,0.002005,0.002018,0.002,0.002012,0.002765,0.004975,0.001997,0.001936,0.001915,0.024447,0.001998
54,0,0.002704,0.007615,0.022827,0.003396,0.002035,0.002004,0.002015,0.002,0.002011,0.002731,0.004911,0.001997,0.001936,0.001913,0.023665,0.001998
55,0,0.002688,0.007479,0.022125,0.003318,0.00203,0.002003,0.002013,0.001999,0.00201,0.002701,0.004877,0.001997,0.001936,0.00191,0.022903,0.001998
56,0,0.00267,0.007375,0.021451,0.003242,0.002026,0.002002,0.002012,0.001999,0.00201,0.002665,0.004854,0.001997,0.001935,0.001907,0.022161,0.001998
57,0,0.002637,0.007288,0.020804,0.003168,0.002023,0.002001,0.00201,0.001999,0.002009,0.002638,0.004837,0.001997,0.001935,0.001903,0.021439,0.001998
58,0,0.002597,0.007211,0.020185,0.003097,0.00202,0.002,0.002009,0.001999,0.002008,0.002606,0.004824,0.001997,0.001934,0.0019,0.020737,0.001998
59,0,0.002556,0.007143,0.019591,0.003027,0.002017,0.001999,0.002007,0.001999,0.002007,0.002588,0.004814,0.001997,0.001934,0.001897,0.020054,0.001998
60,0,0.002524,0.007082,0.019018,0.002961,0.002015,0.001999,0.002006,0.001998,0.002007,0.002561,0.004806,0.001997,0.001933,0.001895,0.019391,0.001998
61,0,0.002489,0.007027,0.018464,0.002896,0.002013,0.001998,0.002005,0.001998,0.002006,0.002536,0.004799,0.001997,0.001933,0.001894,0.018747,0.001998
62,0,0.002461,0.006978,0.017922,0.002835,0.002011,0.001998,0.002004,0.001998,0.002006,0.002511,0.004793,0.001997,0.001933,0.001892,0.018121,0.001998
63,0,0.002428,0.006934,0.01739,0.002776,0.002009,0.001997,0.002003,0.001998,0.002006,0.002493,0.004788,0.001997,0.001932,0.001891,0.017514,0.001998
64,0,0.00239,0.006895,0.016865,0.002719,0.002008,0.001997,0.002003,0.001998,0.002005,0.002474,0.004783,0.001997,0.001932,0.00189,0.016925,0.001998
65,0,0.002351,0.00686,0.016345,0.002665,0.002006,0.001996,0.002002,0.001998,0.002005,0.002455,0.00478,0.001997,0.001931,0.001888,0.016354,0.001998
66,0,0.002317,0.006828,0.015831,0.002614,0.002005,0.001996,0.002001,0.001998,0.002004,0.002435,0.004776,0.001997,0.00193,0.001887,0.015801,0.001998
67,0,0.002293,0.0068,0.015324,0.002565,0.002004,0.001996,0.002,0.001998,0.002004,0.002429,0.004774,0.001997,0.001929,0.001887,0.015265,0.001998
68,0,0.002274,0.006775,0.014827,0.002519,0.002003,0.001995,0.002,0.001998,0.002004,0.002402,0.004771,0.001997,0.001927,0.001886,0.014746,0.001998
69,0,0.002254,0.006752,0.014342,0.002476,0.002002,0.001995,0.001999,0.001998,0.002004,0.002389,0.004769,0.001997,0.001924,0.001885,0.014243,0.001998
70,0,0.002237,0.006731,0.013872,0.002434,0.002002,0.001995,0.001999,0.001997,0.002003,0.002377,0.004767,0.001997,0.001921,0.001884,0.013758,0.001998
71,0,0.002219,0.006711,0.01342,0.002395,0.002001,0.001994,0.001998,0.001997,0.002003,0.00236,0.004765,0.001997,0.001917,0.001884,0.013288,0.001998
72,0,0.002204,0.006691,0.012987,0.002359,0.002001,0.001994,0.001998,0.001997,0.002003,0.002346,0.004764,0.001997,0.001915,0.001883,0.012833,0.001998
73,0,0.00219,0.006672,0.012576,0.002325,0.002,0.001994,0.001997,0.001997,0.002003,0.002335,0.004762,0.001997,0.001913,0.001883,0.012394,0.001998
74,0,0.00218,0.00665,0.012187,0.002293,0.002,0.001994,0.001997,0.001997,0.002003,0.002325,0.004761,0.001997,0.001911,0.001882,0.01197,0.001998
75,0,0.002162,0.006619,0.01182,0.002263,0.001999,0.001993,0.001996,0.001997,0.002003,0.002313,0.00476,0.001997,0.001909,0.001882,0.011561,0.001998
76,0,0.002142,0.006539,0.011475,0.002235,0.001999,0.001993,0.001996,0.001997,0.002003,0.0023,0.004759,0.001997,0.001908,0.001881,0.011165,0.001998
77,0,0.002126,0.005831,0.011148,0.00221,0.001999,0.001993,0.001996,0.001997,0.002002,0.002293,0.004758,0.001997,0.001906,0.001881,0.010783,0.001998
78,0,0.002116,0.005191,0.010837,0.002186,0.001998,0.001993,0.001995,0.001997,0.002002,0.00228,0.004758,0.001997,0.001905,0.00188,0.010414,0.001998
79,0,0.002108,0.005071,0.01054,0.002164,0.001998,0.001992,0.001995,0.001997,0.002002,0.002269,0.004757,0.001997,0.001904,0.00188,0.010058,0.001998
80,0,0.002089,0.005007,0.010252,0.002144,0.001997,0.001992,0.001995,0.001997,0.002002,0.00226,0.004756,0.001997,0.001903,0.001879,0.009714,0.001998
81,0,0.002082,0.004966,0.009973,0.002126,0.001997,0.001992,0.001994,0.001997,0.002002,0.002253,0.004756,0.001997,0.001902,0.001879,0.009383,0.001998
82,0,0.002066,0.004937,0.009701,0.00211,0.001997,0.001992,0.001994,0.001997,0.002002,0.002244,0.004755,0.001997,0.001901,0.001879,0.009063,0.001998
83,0,0.002056,0.004915,0.009434,0.002095,0.001997,0.001991,0.001994,0.001997,0.002002,0.002235,0.004755,0.001997,0.001901,0.001878,0.008756,0.001998
84,0,0.002048,0.004898,0.009174,0.002081,0.001996,0.001991,0.001993,0.001997,0.002002,0.002229,0.004754,0.001997,0.0019,0.001878,0.00846,0.001998
85,0,0.002042,0.004885,0.008919,0.002069,0.001996,0.001991,0.001993,0.001997,0.002002,0.002221,0.004754,0.001997,0.001899,0.001878,0.008175,0.001998
86,0,0.002037,0.004873,0.00867,0.002058,0.001996,0.001991,0.001993,0.001997,0.002002,0.002216,0.004753,0.001997,0.001898,0.001877,0.007901,0.001998
87,0,0.002033,0.004864,0.008426,0.002049,0.001995,0.00199,0.001992,0.001997,0.002002,0.002207,0.004753,0.001997,0.001898,0.001877,0.007638,0.001998
88,0,0.002029,0.004855,0.008189,0.00204,0.001995,0.00199,0.001992,0.001997,0.002001,0.002201,0.004752,0.001996,0.001897,0.001877,0.007386,0.001998
89,0,0.002027,0.004847,0.007957,0.002033,0.001995,0.00199,0.001992,0.001997,0.002001,0.002195,0.004752,0.001996,0.001897,0.001876,0.007143,0.001998
90,0,0.002025,0.00484,0.007732,0.002027,0.001994,0.00199,0.001991,0.001997,0.002001,0.002187,0.004752,0.001996,0.001896,0.001876,0.006911,0.001998
91,0,0.002023,0.004833,0.007513,0.002022,0.001994,0.001989,0.001991,0.001997,0.002001,0.002181,0.004751,0.001996,0.001895,0.001876,0.006688,0.001998
92,0,0.002021,0.004826,0.007299,0.002017,0.001994,0.001989,0.001991,0.001997,0.002001,0.002174,0.004751,0.001996,0.001895,0.001876,0.006474,0.001998
93,0,0.002019,0.004821,0.007091,0.002014,0.001993,0.001989,0.001991,0.001997,0.002001,0.002169,0.004751,0.001996,0.001894,0.001876,0.006269,0.001998
94,0,0.002018,0.004815,0.006889,0.002012,0.001993,0.001989,0.00199,0.001997,0.002001,0.002164,0.00475,0.001996,0.001894,0.001875,0.006072,0.001998
95,0,0.002016,0.004811,0.006692,0.00201,0.001993,0.001989,0.00199,0.001997,0.002001,0.002158,0.00475,0.001996,0.001893,0.001875,0.005883,0.001998
96,0,0.002013,0.004806,0.006501,0.002009,0.001992,0.001988,0.00199,0.001997,0.002001,0.002155,0.004749,0.001996,0.001893,0.001876,0.005701,0.001998
97,0,0.002011,0.004803,0.006314,0.002009,0.001992,0.001988,0.001989,0.001997,0.002001,0.002149,0.004749,0.001996,0.001893,0.001875,0.005526,0.001998
98,0,0.00201,0.004799,0.006133,0.002008,0.001992,0.001988,0.001989,0.001997,0.002001,0.002144,0.004749,0.001995,0.001892,0.001874,0.005358,0.001998
99,0,0.002009,0.004796,0.005958,0.002008,0.001992,0.001988,0.001989,0.001997,0.002001,0.00214,0.004748,0.001995,0.001892,0.001874,0.005197,0.001998
100,1,0.165573,0.321769,0.333185,0.269597,0.448599,0.136243,0.091636,0.11727,0.150814,0.305326,0.212573,0.002012,0.002065,0.001915,0.087767,0.012251
101,1,0.14366,0.280385,0.316806,0.203529,0.190277,0.109672,0.067113,0.103722,0.065737,0.221971,0.153969,0.002009,0.00206,0.001914,0.086521,0.010685
102,1,0.104261,0.245421,0.301006,0.15441,0.109629,0.100993,0.048393,0.091824,0.030987,0.167161,0.120086,0.002007,0.002057,0.001913,0.085236,0.008832
103,1,0.076066,0.216992,0.285617,0.119412,0.075216,0.093921,0.035045,0.08128,0.017164,0.130456,0.099553,0.002006,0.002055,0.001912,0.083881,0.007346
104,1,0.058378,0.193312,0.270581,0.095354,0.051548,0.086915,0.025914,0.071862,0.011215,0.105221,0.086424,0.002005,0.002053,0.001912,0.082475,0.006349
105,1,0.048169,0.173237,0.255861,0.07894,0.03865,0.079603,0.019704,0.063821,0.008314,0.087014,0.077929,0.002004,0.002052,0.001912,0.081038,0.00555
106,1,0.042076,0.155902,0.241586,0.067534,0.031666,0.072048,0.015388,0.056684,0.006673,0.073295,0.072021,0.002004,0.002052,0.001912,0.079574,0.004865
107,1,0.037541,0.140804,0.227898,0.059346,0.026878,0.064418,0.012355,0.050344,0.005622,0.062722,0.067644,0.002004,0.002051,0.001911,0.078044,0.004258
108,1,0.033527,0.127442,0.214761,0.053271,0.023591,0.056894,0.010177,0.044726,0.004886,0.054348,0.064263,0.002003,0.002051,0.001911,0.076447,0.003752
109,1,0.029633,0.115158,0.202177,0.048635,0.021465,0.049663,0.008559,0.039702,0.004343,0.047678,0.061622,0.002003,0.00205,0.001911,0.074828,0.003342
110,1,0.025608,0.103418,0.190182,0.045011,0.019805,0.042963,0.007323,0.03519,0.003934,0.042371,0.059528,0.002003,0.00205,0.001911,0.073153,0.003015
111,1,0.021444,0.092557,0.178806,0.042119,0.018322,0.036729,0.006362,0.031135,0.003617,0.037977,0.057814,0.002003,0.00205,0.001911,0.071297,0.002759
112,1,0.01743,0.082981,0.168082,0.039864,0.016995,0.030766,0.00561,0.027483,0.003363,0.034285,0.056346,0.002003,0.002049,0.001911,0.069381,0.002561
113,1,0.013935,0.074702,0.158019,0.038188,0.015824,0.025534,0.005015,0.024187,0.003158,0.031152,0.055036,0.002003,0.002049,0.001911,0.067546,0.002409
114,1,0.011342,0.067663,0.148611,0.03682,0.014768,0.021365,0.00454,0.021201,0.00299,0.028458,0.053805,0.002003,0.002049,0.00191,0.065787,0.002296
115,1,0.009482,0.062036,0.139833,0.035426,0.013851,0.018158,0.004157,0.018495,0.002852,0.026131,0.052592,0.002002,0.002048,0.00191,0.064096,0.002211
116,1,0.008157,0.05782,0.131648,0.033747,0.012976,0.015686,0.003843,0.016059,0.002736,0.024122,0.05134,0.002002,0.002048,0.00191,0.062456,0.002148
117,1,0.007153,0.054605,0.124023,0.031836,0.012112,0.013711,0.003585,0.013892,0.002638,0.022245,0.050066,0.002002,0.002048,0.00191,0.060857,0.002103
118,1,0.00633,0.05197,0.116934,0.030151,0.011293,0.012084,0.003369,0.011993,0.002556,0.020535,0.048834,0.002002,0.002048,0.00191,0.059297,0.002071
119,1,0.005658,0.049665,0.11036,0.028574,0.010491,0.01071,0.003189,0.010347,0.002485,0.018999,0.047627,0.002002,0.002047,0.00191,0.057771,0.002048
120,1,0.005131,0.047573,0.104284,0.026465,0.009722,0.009539,0.003038,0.008933,0.002425,0.017636,0.046415,0.002002,0.002047,0.00191,0.056278,0.002033
121,1,0.004746,0.04566,0.098682,0.023731,0.008953,0.008535,0.002911,0.007724,0.002373,0.01639,0.045122,0.002002,0.002047,0.00191,0.054818,0.002023
122,1,0.004466,0.043932,0.09353,0.021708,0.00818,0.007671,0.002803,0.006695,0.002328,0.015244,0.043784,0.002002,0.002047,0.00191,0.053389,0.002016
123,1,0.004256,0.042388,0.088799,0.020537,0.00753,0.006928,0.00271,0.005823,0.00229,0.014199,0.042632,0.002002,0.002047,0.00191,0.051989,0.002012
124,1,0.004073,0.040997,0.084458,0.019086,0.00693,0.006289,0.002629,0.005089,0.002256,0.01326,0.041724,0.002002,0.002047,0.00191,0.050618,0.002009
125,1,0.003886,0.039718,0.080473,0.016788,0.006358,0.005742,0.002559,0.004475,0.002227,0.012385,0.040637,0.002002,0.002047,0.00191,0.049276,0.002007
126,1,0.003697,0.038526,0.076809,0.014495,0.005843,0.005271,0.002498,0.003965,0.002202,0.011583,0.038853,0.002002,0.002046,0.001909,0.047961,0.002006
127,1,0.003534,0.037406,0.073432,0.012406,0.005403,0.004865,0.002444,0.003544,0.002179,0.010864,0.037563,0.002002,0.002046,0.001909,0.046671,0.002005
128,1,0.003407,0.036346,0.070312,0.011294,0.00504,0.004513,0.002396,0.003201,0.00216,0.010184,0.036944,0.002002,0.002046,0.001909,0.045408,0.002004
129,1,0.003313,0.035342,0.06742,0.010861,0.004721,0.004208,0.002354,0.002924,0.002142,0.009566,0.036419,0.002002,0.002046,0.001909,0.044171,0.002003
130,1,0.003253,0.034392,0.064737,0.010298,0.004433,0.003944,0.002318,0.002703,0.002127,0.009006,0.035588,0.002002,0.002046,0.001909,0.04296,0.002002
131,1,0.003209,0.033493,0.062244,0.009119,0.004179,0.003715,0.002285,0.002529,0.002114,0.008484,0.034134,0.002002,0.002046,0.001908,0.041773,0.002002
132,1,0.003179,0.032647,0.059926,0.008161,0.003966,0.003516,0.002256,0.002394,0.002102,0.008035,0.03321,0.002002,0.002045,0.001908,0.040611,0.002001
133,1,0.003156,0.031851,0.057771,0.007924,0.003782,0.003341,0.00223,0.002291,0.002091,0.007614,0.032821,0.002002,0.002045,0.001908,0.039474,0.002001
134,1,0.003121,0.0311,0.055768,0.007737,0.003617,0.003188,0.002206,0.002214,0.002082,0.007241,0.032493,0.002002,0.002045,0.001907,0.038361,0.002001
135,1,0.003097,0.030389,0.053902,0.007557,0.003468,0.003054,0.002186,0.002156,0.002074,0.006833,0.032064,0.002002,0.002045,0.001907,0.037273,0.002
136,1,0.003082,0.029703,0.052162,0.00738,0.003339,0.002935,0.002167,0.002114,0.002066,0.006488,0.029,0.002002,0.002045,0.001906,0.036209,0.002
137,1,0.003059,0.029018,0.05053,0.007203,0.003223,0.00283,0.00215,0.002083,0.00206,0.006157,0.028335,0.002002,0.002044,0.001906,0.035169,0.002
138,1,0.003021,0.028278,0.048992,0.007024,0.003118,0.002737,0.002136,0.002062,0.002054,0.00586,0.028117,0.002002,0.002044,0.001905,0.034152,0.002
139,1,0.002988,0.027326,0.047533,0.00684,0.003025,0.002655,0.002122,0.002046,0.002049,0.005596,0.027968,0.002002,0.002044,0.001904,0.03316,0.002
140,1,0.002925,0.026233,0.046139,0.006649,0.002938,0.002583,0.00211,0.002036,0.002044,0.005356,0.027825,0.002002,0.002043,0.001903,0.032191,0.001999
141,1,0.002834,0.025376,0.044795,0.006446,0.002859,0.002519,0.0021,0.002029,0.00204,0.005137,0.027657,0.002002,0.002043,0.001902,0.031245,0.001999
142,1,0.002725,0.024751,0.043485,0.00623,0.002786,0.002463,0.00209,0.002023,0.002036,0.004944,0.027446,0.002002,0.002042,0.001901,0.030323,0.001999
143,1,0.002602,0.024272,0.042197,0.006008,0.00272,0.002413,0.002082,0.00202,0.002033,0.004757,0.02716,0.002002,0.002042,0.001901,0.029423,0.001999
144,1,0.002471,0.023897,0.040919,0.005785,0.00266,0.002368,0.002074,0.002017,0.00203,0.004591,0.026678,0.002002,0.002041,0.0019,0.028547,0.001999
145,1,0.002326,0.023587,0.039645,0.005568,0.002602,0.002328,0.002067,0.002016,0.002028,0.004438,0.02396,0.002002,0.002041,0.001899,0.027692,0.001999
146,1,0.002216,0.023322,0.038372,0.005368,0.002548,0.002293,0.002061,0.002014,0.002025,0.004309,0.023539,0.002002,0.00204,0.001899,0.026861,0.001999
147,1,0.002163,0.023088,0.037104,0.005195,0.0025,0.002262,0.002056,0.002013,0.002023,0.004188,0.023142,0.002002,0.00204,0.001898,0.026051,0.001999
148,1,0.002136,0.022877,0.035846,0.005048,0.002456,0.002234,0.002051,0.002012,0.002022,0.004078,0.022377,0.002002,0.002039,0.001898,0.025263,0.001999
149,1,0.002115,0.022681,0.03461,0.004917,0.002417,0.002209,0.002047,0.002011,0.00202,0.003983,0.021099,0.002002,0.002039,0.001897,0.024496,0.001999
150,1,0.002085,0.021881,0.02777,0.003462,0.002319,0.002163,0.002023,0.002009,0.002018,0.00407,0.019778,0.001994,0.001897,0.001876,0.021845,0.002009
151,1,0.002084,0.02171,0.025137,0.003242,0.002308,0.00216,0.002022,0.002009,0.002018,0.003961,0.019768,0.001994,0.001897,0.001876,0.02057,0.002009
152,1,0.002084,0.021583,0.023421,0.003044,0.0023,0.002158,0.002021,0.002009,0.002018,0.003892,0.019761,0.001993,0.001896,0.001876,0.019566,0.002009
153,1,0.002083,0.021478,0.022145,0.00284,0.002293,0.002157,0.002021,0.002009,0.002018,0.00384,0.019757,0.001993,0.001896,0.001876,0.018696,0.002008
154,1,0.002082,0.021386,0.021125,0.002646,0.002287,0.002155,0.00202,0.002009,0.002018,0.003798,0.019753,0.001993,0.001895,0.001876,0.017909,0.002008
155,1,0.002082,0.021303,0.020265,0.002539,0.002281,0.002154,0.002019,0.002009,0.002018,0.003763,0.01975,0.001993,0.001895,0.001875,0.017179,0.002008
156,1,0.002081,0.021229,0.019509,0.002496,0.002275,0.002153,0.002019,0.002009,0.002017,0.003732,0.019747,0.001992,0.001895,0.001875,0.016491,0.002008
157,1,0.002081,0.021162,0.018825,0.002466,0.00227,0.002152,0.002018,0.002009,0.002017,0.003705,0.019744,0.001992,0.001894,0.001875,0.015836,0.002008
158,1,0.002081,0.021102,0.018192,0.00244,0.002266,0.002151,0.002018,0.002009,0.002017,0.00368,0.019742,0.001992,0.001894,0.001875,0.015208,0.002008
