,iteration,BottleneckKAGNAttentionConv_16_4_1_loss,BottleneckKAGNConv_256_128_2_loss,BottleneckKAGNLinear_128_8_4_loss,BottleneckKAGNLinear_256_128_32_loss,FastKANConvLR_128_8_4_loss,FastKANConv_128_8_4_loss,FastKANConv_256_128_4_loss,FastKANLinear_128_8_4_loss,FastKANLinear_256_128_32_loss,FastKANWide_256_128_16_loss,ReluKAN_256_128_4_loss,SQuIRELSConv_16_8_2_loss,SQuIRELSConv_256_128_32_loss,SQuIRELSConv_256_128_64_loss,SQuIRELSLinear_128_8_4_loss,SQuIRELSLinear_256_128_32_loss
512,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002947,0.012951,0.002027,0.002081,0.001892,0.001996,0.001997
513,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002945,0.012951,0.002027,0.00208,0.001892,0.001996,0.001997
514,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002942,0.012951,0.002027,0.00208,0.001892,0.001996,0.001997
515,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.00294,0.012951,0.002027,0.00208,0.001892,0.001996,0.001997
516,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002938,0.012952,0.002027,0.00208,0.001892,0.001996,0.001997
517,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002936,0.012951,0.002027,0.00208,0.001892,0.001996,0.001997
518,5,0.002001,0.012974,0.002001,0.002002,0.00203,0.001991,0.001974,0.001997,0.001997,0.002934,0.012951,0.002027,0.00208,0.001892,0.001996,0.001997
519,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001974,0.001997,0.001997,0.002932,0.01295,0.002027,0.00208,0.001891,0.001996,0.001997
520,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001974,0.001997,0.001997,0.00293,0.01295,0.002027,0.00208,0.001891,0.001996,0.001997
521,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001974,0.001997,0.001997,0.002928,0.01295,0.002027,0.00208,0.001891,0.001996,0.001997
522,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001974,0.001997,0.001997,0.002927,0.01295,0.002027,0.00208,0.001891,0.001996,0.001997
523,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001974,0.001997,0.001997,0.002925,0.01295,0.002027,0.00208,0.001891,0.001996,0.001997
524,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002924,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
525,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002921,0.012949,0.002027,0.00208,0.001891,0.001996,0.001997
526,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002921,0.012949,0.002027,0.002082,0.001891,0.001996,0.001997
527,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002919,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
528,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002919,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
529,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002917,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
530,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001997,0.002915,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
531,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.001991,0.001973,0.001997,0.001996,0.002914,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
532,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002916,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
533,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002911,0.012948,0.002027,0.002079,0.001891,0.001996,0.001997
534,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.00291,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
535,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002908,0.012948,0.002027,0.002079,0.001891,0.001996,0.001997
536,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002907,0.012949,0.002027,0.002081,0.001891,0.001996,0.001997
537,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002906,0.012948,0.002027,0.00208,0.001891,0.001996,0.001997
538,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002905,0.012949,0.002027,0.002079,0.001891,0.001996,0.001997
539,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002904,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
540,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002903,0.012949,0.002027,0.002079,0.00189,0.001996,0.001997
541,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002902,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
542,5,0.002001,0.012974,0.002001,0.002002,0.002029,0.00199,0.001973,0.001997,0.001996,0.002901,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
543,5,0.002001,0.012974,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002901,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
544,5,0.002001,0.012974,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002899,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
545,5,0.002001,0.012973,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002898,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
546,5,0.002001,0.012973,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002897,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
547,5,0.002,0.012973,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002896,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
548,5,0.002,0.012973,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002895,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
549,5,0.002,0.012973,0.002001,0.002002,0.002028,0.00199,0.001973,0.001997,0.001996,0.002894,0.012948,0.002027,0.002079,0.00189,0.001996,0.001997
550,5,0.002002,0.012969,0.002,0.001994,0.001981,0.001957,0.001949,0.001996,0.001999,0.002997,0.01292,0.001964,0.001895,0.001867,0.002007,0.001999
551,5,0.002002,0.012968,0.002,0.001994,0.001981,0.001957,0.001949,0.001996,0.001999,0.002982,0.012919,0.001964,0.001893,0.001867,0.002007,0.001999
552,5,0.002002,0.012968,0.002,0.001994,0.001981,0.001957,0.001949,0.001996,0.001999,0.002974,0.012919,0.001964,0.001892,0.001867,0.002007,0.001999
553,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001957,0.001949,0.001996,0.001999,0.002969,0.012919,0.001964,0.001893,0.001867,0.002007,0.001999
554,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001957,0.001949,0.001996,0.001999,0.002964,0.012918,0.001964,0.001892,0.001867,0.002007,0.001999
555,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001949,0.001996,0.001999,0.002965,0.012918,0.001964,0.001892,0.001867,0.002007,0.001999
556,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001949,0.001996,0.001999,0.002958,0.012918,0.001964,0.001892,0.001867,0.002007,0.001999
557,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001948,0.001996,0.001999,0.002955,0.012918,0.001964,0.001893,0.001867,0.002007,0.001999
558,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001948,0.001996,0.001999,0.002953,0.012917,0.001963,0.001892,0.001867,0.002007,0.001999
559,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001948,0.001996,0.001999,0.002953,0.012917,0.001963,0.001892,0.001866,0.002007,0.001999
560,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001948,0.001996,0.001999,0.002949,0.012917,0.001963,0.001892,0.001866,0.002007,0.001999
561,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001956,0.001948,0.001996,0.001999,0.002949,0.012917,0.001962,0.001892,0.001866,0.002007,0.001999
562,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001955,0.001948,0.001996,0.001999,0.002946,0.012917,0.001962,0.001892,0.001866,0.002007,0.001999
563,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001955,0.001947,0.001996,0.001999,0.002944,0.012916,0.001961,0.001892,0.001866,0.002007,0.001999
564,5,0.002002,0.012968,0.002,0.001994,0.00198,0.001955,0.001947,0.001996,0.001999,0.002942,0.012916,0.001961,0.001892,0.001866,0.002007,0.001999
565,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001955,0.001947,0.001996,0.001999,0.002942,0.012916,0.001961,0.001892,0.001866,0.002007,0.001999
566,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001955,0.001947,0.001996,0.001999,0.00294,0.012916,0.00196,0.001892,0.001866,0.002007,0.001999
567,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001955,0.001947,0.001996,0.001999,0.002939,0.012916,0.00196,0.001892,0.001866,0.002007,0.001999
568,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001955,0.001947,0.001996,0.001999,0.002938,0.012915,0.00196,0.001892,0.001866,0.002007,0.001999
569,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001947,0.001996,0.001999,0.002938,0.012915,0.001959,0.001892,0.001866,0.002007,0.001999
570,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001947,0.001996,0.001999,0.002936,0.012915,0.001959,0.001892,0.001866,0.002007,0.001999
571,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.002935,0.012915,0.001959,0.001892,0.001866,0.002007,0.001999
572,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.002933,0.012915,0.001959,0.001892,0.001866,0.002007,0.001999
573,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.002933,0.012914,0.001958,0.001892,0.001866,0.002007,0.001999
574,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.002932,0.012914,0.001958,0.001892,0.001866,0.002007,0.001999
575,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.00293,0.012914,0.001958,0.001892,0.001866,0.002007,0.001999
576,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001954,0.001946,0.001996,0.001998,0.002929,0.012914,0.001957,0.001892,0.001866,0.002007,0.001999
577,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001953,0.001946,0.001996,0.001998,0.00293,0.012914,0.001957,0.001892,0.001866,0.002007,0.001999
578,5,0.002002,0.012968,0.002,0.001994,0.001979,0.001953,0.001946,0.001996,0.001998,0.002927,0.012914,0.001957,0.001892,0.001865,0.002007,0.001999
579,5,0.002002,0.012968,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002927,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
580,5,0.002002,0.012968,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002927,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
581,5,0.002002,0.012968,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002926,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
582,5,0.002002,0.012968,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002927,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
583,5,0.002002,0.012968,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002924,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
584,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001953,0.001945,0.001996,0.001998,0.002924,0.012913,0.001956,0.001891,0.001865,0.002007,0.001999
585,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001945,0.001996,0.001998,0.002924,0.012912,0.001956,0.001891,0.001865,0.002007,0.001999
586,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001945,0.001996,0.001998,0.002923,0.012912,0.001956,0.001891,0.001865,0.002007,0.001999
587,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.002921,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
588,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.002921,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
589,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.00292,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
590,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.002919,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
591,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.002919,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
592,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001952,0.001944,0.001996,0.001998,0.002918,0.012912,0.001955,0.001891,0.001865,0.002007,0.001999
593,5,0.002002,0.012967,0.002,0.001994,0.001978,0.001951,0.001944,0.001996,0.001998,0.002917,0.012911,0.001955,0.001891,0.001865,0.002007,0.001999
594,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001944,0.001996,0.001998,0.002918,0.012911,0.001955,0.001891,0.001865,0.002007,0.001999
595,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001944,0.001996,0.001998,0.002917,0.012911,0.001955,0.001891,0.001865,0.002007,0.001999
596,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001943,0.001996,0.001998,0.002916,0.012911,0.001955,0.001891,0.001865,0.002007,0.001999
597,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001943,0.001996,0.001998,0.002916,0.012911,0.001954,0.001891,0.001865,0.002007,0.001999
598,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001943,0.001996,0.001998,0.002914,0.01291,0.001954,0.001891,0.001865,0.002007,0.001999
599,5,0.002002,0.012967,0.002,0.001994,0.001977,0.001951,0.001943,0.001996,0.001998,0.002913,0.01291,0.001954,0.001891,0.001865,0.002007,0.001999
600,6,0.001994,0.012943,0.002,0.001998,0.00203,0.001978,0.001959,0.002005,0.001997,0.003098,0.012892,0.002034,0.002085,0.001898,0.002002,0.001997
601,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001959,0.002005,0.001997,0.00308,0.012891,0.002034,0.002084,0.001898,0.002002,0.001997
602,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001959,0.002005,0.001997,0.00307,0.012891,0.002034,0.002084,0.001898,0.002002,0.001997
603,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001959,0.002005,0.001997,0.003065,0.012891,0.002034,0.002086,0.001898,0.002002,0.001997
604,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003058,0.012891,0.002034,0.002086,0.001898,0.002002,0.001997
605,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003055,0.012891,0.002034,0.002084,0.001898,0.002002,0.001997
606,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.00305,0.012891,0.002034,0.002084,0.001897,0.002002,0.001997
607,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003047,0.012891,0.002034,0.002084,0.001897,0.002002,0.001997
608,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003046,0.012891,0.002034,0.002084,0.001897,0.002002,0.001997
609,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.00304,0.012892,0.002034,0.002083,0.001897,0.002002,0.001997
610,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003041,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
611,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003037,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
612,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003033,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
613,6,0.001994,0.012943,0.002,0.001998,0.002029,0.001977,0.001958,0.002005,0.001997,0.003031,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
614,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001977,0.001958,0.002005,0.001997,0.003028,0.012891,0.002034,0.002085,0.001897,0.002002,0.001997
615,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001977,0.001958,0.002005,0.001997,0.003028,0.012891,0.002034,0.002084,0.001897,0.002002,0.001997
616,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001977,0.001958,0.002005,0.001997,0.003027,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
617,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001977,0.001958,0.002005,0.001996,0.003023,0.01289,0.002034,0.002083,0.001897,0.002002,0.001997
618,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001977,0.001958,0.002005,0.001996,0.003023,0.01289,0.002034,0.002083,0.001897,0.002002,0.001997
619,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.00302,0.01289,0.002034,0.002083,0.001897,0.002002,0.001997
620,6,0.001994,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003018,0.012891,0.002034,0.002083,0.001897,0.002002,0.001997
621,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003023,0.01289,0.002034,0.002083,0.001897,0.002002,0.001997
622,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003016,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
623,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003014,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
624,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003012,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
625,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003011,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
626,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003011,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
627,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003011,0.01289,0.002034,0.002082,0.001897,0.002002,0.001997
628,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003008,0.01289,0.002034,0.002083,0.001896,0.002002,0.001997
629,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003006,0.01289,0.002034,0.002085,0.001896,0.002002,0.001997
630,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003005,0.012889,0.002034,0.002083,0.001896,0.002002,0.001997
631,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003004,0.01289,0.002034,0.002082,0.001896,0.002002,0.001997
632,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003003,0.01289,0.002034,0.002082,0.001896,0.002002,0.001997
633,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003005,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
634,6,0.001993,0.012942,0.002,0.001998,0.002028,0.001976,0.001958,0.002005,0.001996,0.003002,0.01289,0.002034,0.002082,0.001896,0.002002,0.001997
635,6,0.001993,0.012942,0.002,0.001998,0.002027,0.001976,0.001958,0.002005,0.001996,0.003004,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
636,6,0.001993,0.012942,0.002,0.001998,0.002027,0.001976,0.001958,0.002005,0.001996,0.002999,0.01289,0.002034,0.002082,0.001896,0.002002,0.001997
637,6,0.001993,0.012942,0.002,0.001998,0.002027,0.001976,0.001958,0.002005,0.001996,0.002998,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
638,6,0.001993,0.012942,0.002,0.001998,0.002027,0.001976,0.001958,0.002005,0.001996,0.002997,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
639,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001976,0.001958,0.002005,0.001996,0.002996,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
640,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001976,0.001958,0.002005,0.001996,0.002996,0.01289,0.002034,0.002082,0.001896,0.002002,0.001997
641,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002995,0.012889,0.002034,0.002082,0.001896,0.002002,0.001997
642,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002997,0.012889,0.002034,0.002082,0.001896,0.002001,0.001997
643,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002993,0.012889,0.002034,0.002082,0.001896,0.002001,0.001997
644,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002997,0.012889,0.002034,0.002081,0.001896,0.002001,0.001997
645,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002991,0.012889,0.002034,0.002081,0.001896,0.002001,0.001997
646,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002991,0.012889,0.002034,0.002081,0.001896,0.002001,0.001997
647,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.00299,0.012888,0.002034,0.002082,0.001896,0.002001,0.001997
648,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002992,0.012889,0.002033,0.002084,0.001896,0.002001,0.001997
649,6,0.001993,0.012942,0.002,0.001997,0.002027,0.001975,0.001957,0.002005,0.001996,0.002988,0.012888,0.002033,0.002082,0.001896,0.002001,0.001997
650,6,0.002008,0.012969,0.001998,0.001992,0.001977,0.001954,0.001942,0.002001,0.001999,0.003378,0.012902,0.001953,0.001899,0.001863,0.002007,0.002001
651,6,0.002008,0.012968,0.001998,0.001992,0.001977,0.001953,0.001942,0.002001,0.001999,0.003365,0.012902,0.001953,0.001899,0.001863,0.002007,0.002001
652,6,0.002008,0.012968,0.001998,0.001992,0.001977,0.001953,0.001941,0.002001,0.001998,0.003357,0.012902,0.001953,0.0019,0.001863,0.002007,0.002001
653,6,0.002008,0.012968,0.001998,0.001992,0.001977,0.001953,0.001941,0.002001,0.001998,0.003352,0.012902,0.001953,0.001898,0.001863,0.002007,0.002001
654,6,0.002008,0.012968,0.001998,0.001992,0.001977,0.001953,0.001941,0.002001,0.001998,0.003347,0.012902,0.001953,0.001898,0.001863,0.002007,0.002001
655,6,0.002008,0.012968,0.001998,0.001992,0.001977,0.001953,0.001941,0.002001,0.001998,0.003344,0.012901,0.001953,0.001898,0.001863,0.002007,0.002001
656,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001953,0.001941,0.002001,0.001998,0.00334,0.012901,0.001953,0.001898,0.001863,0.002007,0.002001
657,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001953,0.001941,0.002001,0.001998,0.003338,0.012901,0.001953,0.001898,0.001863,0.002007,0.002001
658,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.001941,0.002001,0.001998,0.003335,0.012901,0.001953,0.001898,0.001863,0.002007,0.002001
659,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.001941,0.002001,0.001998,0.003333,0.012901,0.001952,0.001898,0.001862,0.002007,0.002001
660,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.001941,0.002001,0.001998,0.003331,0.012901,0.001952,0.001899,0.001862,0.002007,0.002001
661,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.001941,0.002001,0.001998,0.003329,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
662,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.003327,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
663,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.003325,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
664,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.003323,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
665,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.003321,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
666,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.00332,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
667,6,0.002008,0.012968,0.001998,0.001992,0.001976,0.001952,0.00194,0.002001,0.001998,0.003318,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
668,6,0.002008,0.012968,0.001998,0.001992,0.001975,0.001951,0.00194,0.002001,0.001998,0.003317,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
669,6,0.002008,0.012968,0.001998,0.001992,0.001975,0.001951,0.00194,0.002001,0.001998,0.003316,0.0129,0.001952,0.001898,0.001862,0.002007,0.002001
670,6,0.002008,0.012968,0.001998,0.001992,0.001975,0.001951,0.00194,0.002001,0.001998,0.003314,0.012899,0.001952,0.001899,0.001862,0.002007,0.002001
671,6,0.002008,0.012968,0.001998,0.001992,0.001975,0.001951,0.00194,0.002001,0.001998,0.003313,0.012899,0.001951,0.001898,0.001862,0.002007,0.002001
672,6,0.002008,0.012968,0.001998,0.001992,0.001975,0.001951,0.00194,0.002001,0.001998,0.003312,0.012899,0.001951,0.001898,0.001862,0.002007,0.002
673,6,0.002008,0.012967,0.001998,0.001992,0.001975,0.001951,0.001939,0.002001,0.001998,0.003311,0.012899,0.001951,0.001898,0.001862,0.002007,0.002
674,6,0.002008,0.012967,0.001998,0.001992,0.001975,0.001951,0.001939,0.002001,0.001998,0.00331,0.012899,0.001951,0.001898,0.001862,0.002007,0.002
675,6,0.002008,0.012967,0.001998,0.001992,0.001975,0.001951,0.001939,0.002001,0.001998,0.003309,0.012899,0.001951,0.001898,0.001862,0.002007,0.002
