loss;elapsed time;iteration
0.002154;28.55;2
0.002153;28.39;2
0.002152;28.51;2
0.002151;28.32;2
0.002150;27.62;2
0.002149;28.34;2
0.002149;28.46;2
0.002148;28.02;2
0.002147;27.93;2
0.002147;27.91;2
0.002146;27.61;2
0.002145;27.67;2
0.002145;28.05;2
0.002144;27.72;2
0.002143;27.74;2
0.002143;27.62;2
0.002142;27.89;2
0.002142;28.26;2
0.002141;28.23;2
0.002141;28.38;2
0.002140;28.18;2
0.002140;28.30;2
0.002139;27.94;2
0.002139;27.76;2
0.002138;28.00;2
0.002138;27.53;2
0.002137;27.51;2
0.002212;27.64;3
0.002207;27.72;3
0.002204;27.90;3
0.002201;28.03;3
0.002199;28.32;3
0.002196;28.28;3
0.002195;27.62;3
0.002193;28.24;3
0.002191;27.97;3
0.002190;27.94;3
0.002188;28.00;3
0.002187;27.55;3
0.002186;27.58;3
0.002184;27.65;3
0.002183;27.74;3
0.002182;27.82;3
0.002181;27.64;3
0.002180;27.66;3
0.002179;28.22;3
0.002179;28.17;3
0.002178;27.96;3
0.002177;27.65;3
0.002176;28.42;3
0.002175;27.46;3
0.002175;27.89;3
0.002174;27.67;3
0.002174;27.31;3
0.002173;27.56;3
0.002172;27.53;3
0.002172;27.59;3
0.002171;28.01;3
0.002171;28.00;3
0.002170;28.17;3
0.002170;27.82;3
0.002169;28.11;3
0.002169;28.14;3
0.002168;27.86;3
0.002168;27.81;3
0.002168;27.45;3
0.002167;27.70;3
0.002167;27.65;3
0.002166;27.47;3
0.002166;27.67;3
0.002166;27.75;3
0.002165;27.83;3
0.002165;27.74;3
0.002165;27.91;3
0.002164;27.84;3
0.002164;27.81;3
0.002164;27.72;3
0.002077;28.02;3
0.002076;27.70;3
0.002075;27.52;3
0.002074;27.62;3
0.002073;27.64;3
0.002073;27.97;3
0.002072;27.99;3
0.002072;27.98;3
0.002071;27.99;3
0.002071;27.57;3
0.002071;28.11;3
0.002071;27.84;3
0.002070;27.98;3
0.002070;27.97;3
0.002070;27.86;3
0.002069;27.42;3
0.002069;27.73;3
0.002069;27.71;3
0.002068;27.71;3
0.002068;27.57;3
0.002068;27.78;3
0.002067;27.54;3
0.002067;27.69;3
0.002067;27.93;3
0.002067;28.11;3
0.002066;27.95;3
0.002066;27.94;3
0.002066;27.67;3
0.002066;27.70;3
0.002065;27.67;3
0.002065;27.68;3
0.002065;27.80;3
0.002065;27.71;3
0.002065;27.60;3
0.002064;27.67;3
0.002064;28.02;3
0.002064;28.46;3
0.002064;27.83;3
0.002063;28.17;3
0.002063;28.34;3
0.002063;28.03;3
0.002063;28.04;3
0.002063;27.79;3
0.002063;27.67;3
0.002062;27.86;3
0.002062;28.11;3
0.002062;28.12;3
0.002062;27.60;3
0.002061;27.78;3
0.002061;27.87;3
0.002148;27.65;4
0.002147;27.75;4
0.002146;27.97;4
0.002145;27.81;4
0.002145;27.55;4
0.002145;27.57;4
0.002144;27.60;4
0.002143;27.78;4
0.002143;27.73;4
0.002143;28.13;4
0.002142;28.27;4
0.002142;28.04;4
0.002142;27.66;4
0.002141;27.95;4
0.002141;27.95;4
0.002141;28.18;4
0.002140;28.73;4
0.002140;28.40;4
0.002140;28.62;4
0.002139;27.99;4
0.002139;28.01;4
0.002139;27.91;4
0.002139;27.85;4
0.002139;28.22;4
0.002138;28.00;4
0.002138;27.61;4
0.002138;27.76;4
0.002138;27.74;4
0.002138;28.30;4
0.002137;27.99;4
0.002137;28.23;4
0.002137;27.88;4
0.002137;27.66;4
0.002137;28.19;4
0.002136;28.19;4
0.002136;27.97;4
0.002136;27.91;4
0.002136;27.93;4
0.002136;27.78;4
0.002136;27.92;4
0.002135;27.67;4
0.002135;27.77;4
0.002135;27.93;4
0.002135;28.13;4
0.002135;27.90;4
0.002135;27.87;4
0.002135;27.94;4
0.002134;27.99;4
0.002134;27.53;4
0.002134;27.84;4
0.002058;27.93;4
0.002057;27.72;4
0.002057;27.47;4
0.002056;28.00;4
0.002056;28.22;4
0.002056;28.17;4
0.002055;27.69;4
0.002055;28.03;4
0.002055;28.03;4
0.002055;28.34;4
0.002054;27.91;4
0.002054;28.00;4
0.002054;27.83;4
0.002054;27.46;4
0.002054;27.65;4
0.002054;28.09;4
0.002053;27.88;4
0.002053;27.93;4
0.002053;27.77;4
0.002053;27.76;4
0.002053;28.01;4
0.002053;27.76;4
0.002052;27.59;4
0.002052;27.75;4
0.002052;27.66;4
0.002052;27.63;4
0.002052;27.79;4
0.002052;27.89;4
0.002052;27.81;4
0.002052;27.66;4
0.002051;27.89;4
0.002051;27.87;4
0.002051;28.10;4
0.002051;27.88;4
0.002051;27.76;4
0.002051;27.40;4
0.002051;27.79;4
0.002051;27.85;4
0.002050;27.65;4
0.002050;28.05;4
0.002050;28.05;4
0.002050;27.80;4
0.002050;27.67;4
0.002050;27.61;4
0.002050;27.42;4
0.002050;27.46;4
0.002050;27.63;4
0.002050;27.65;4
0.002049;27.71;4
0.002049;27.79;4
0.002121;27.93;5
0.002120;27.93;5
0.002120;27.85;5
0.002119;28.01;5
0.002119;28.11;5
0.002119;28.11;5
0.002118;28.14;5
0.002118;28.04;5
0.002118;27.90;5
0.002118;27.82;5
0.002118;27.82;5
0.002117;27.82;5
0.002117;27.80;5
0.002117;27.96;5
0.002117;27.89;5
0.002117;28.38;5
0.002116;27.85;5
0.002116;28.01;5
0.002116;28.03;5
0.002116;28.20;5
0.002116;27.54;5
0.002116;27.97;5
0.002116;27.85;5
0.002116;28.02;5
0.002115;27.52;5
0.002115;27.61;5
0.002115;28.05;5
0.002116;27.85;5
0.002115;27.64;5
0.002115;27.85;5
0.002115;28.01;5
0.002115;27.90;5
0.002115;28.65;5
0.002115;27.93;5
0.002114;27.99;5
0.002115;28.26;5
0.002114;27.91;5
0.002114;28.31;5
0.002114;28.49;5
0.002114;28.47;5
0.002114;27.99;5
0.002114;27.48;5
0.002113;27.63;5
0.002114;27.68;5
0.002114;27.74;5
0.002113;27.52;5
0.002113;27.68;5
0.002114;27.97;5
0.002113;28.24;5
0.002113;28.19;5
0.002049;27.92;5
0.002048;28.28;5
0.002048;28.13;5
0.002048;28.24;5
0.002048;27.61;5
0.002047;27.87;5
0.002047;27.79;5
0.002047;27.88;5
0.002047;27.84;5
0.002047;28.16;5
0.002047;28.17;5
0.002047;28.06;5
0.002046;28.51;5
0.002046;28.65;5
0.002046;28.49;5
0.002046;28.24;5
0.002046;28.53;5
0.002046;28.50;5
0.002046;27.74;5
0.002046;28.40;5
0.002046;28.06;5
0.002046;27.91;5
0.002045;27.66;5
0.002045;28.20;5
0.002045;28.17;5
0.002045;28.11;5
0.002045;28.02;5
0.002045;28.18;5
0.002045;28.08;5
0.002045;27.85;5
0.002045;28.02;5
0.002045;28.09;5
0.002045;27.92;5
0.002045;28.32;5
0.002045;27.86;5
0.002044;28.03;5
0.002044;27.88;5
0.002044;27.76;5
0.002044;28.13;5
0.002044;28.26;5
0.002044;28.08;5
0.002044;28.29;5
0.002044;28.25;5
0.002044;27.95;5
0.002044;27.74;5
0.002044;27.65;5
0.002044;27.94;5
0.002044;27.82;5
0.002044;27.42;5
0.002044;27.51;5
0.002122;28.10;6
0.002121;28.01;6
0.002121;27.94;6
0.002121;27.91;6
0.002120;27.86;6
0.002120;27.69;6
0.002120;28.17;6
0.002120;28.08;6
0.002120;27.80;6
0.002119;27.62;6
0.002119;27.58;6
0.002119;27.95;6
0.002119;27.94;6
0.002119;27.43;6
0.002119;27.44;6
0.002119;27.93;6
0.002119;28.04;6
0.002119;28.19;6
0.002119;27.66;6
0.002118;27.92;6
0.002118;27.97;6
0.002118;28.05;6
0.002118;28.03;6
0.002118;28.03;6
0.002118;27.96;6
0.002118;27.93;6
0.002118;27.94;6
0.002118;27.91;6
0.002117;27.86;6
0.002117;27.89;6
0.002117;27.66;6
0.002117;27.90;6
0.002117;27.77;6
0.002117;27.78;6
0.002117;27.47;6
0.002117;27.73;6
0.002117;27.83;6
0.002117;28.02;6
0.002117;27.94;6
0.002117;28.13;6
0.002117;28.60;6
0.002117;28.57;6
0.002116;28.12;6
0.002116;28.01;6
0.002116;27.94;6
0.002116;28.14;6
0.002116;28.32;6
0.002116;27.73;6
0.002116;27.86;6
0.002116;27.66;6
0.002049;27.72;6
0.002048;27.65;6
0.002048;27.67;6
0.002048;27.63;6
0.002048;27.75;6
0.002047;27.98;6
0.002048;28.35;6
0.002047;28.00;6
0.002047;28.11;6
0.002047;28.02;6
0.002047;28.42;6
0.002047;28.15;6
0.002047;28.23;6
0.002047;27.74;6
0.002047;28.02;6
0.002047;27.75;6
0.002047;27.96;6
0.002047;27.83;6
0.002046;28.00;6
0.002046;28.30;6
0.002047;27.88;6
0.002046;28.36;6
0.002046;27.95;6
0.002046;28.34;6
0.002046;27.95;6
0.002046;27.88;6
0.002046;27.84;6
0.002046;28.08;6
0.002046;27.76;6
0.002046;27.87;6
0.002046;27.64;6
0.002046;27.85;6
0.002046;27.89;6
0.002046;28.08;6
0.002046;28.03;6
0.002046;27.84;6
0.002046;27.88;6
0.002046;27.57;6
0.002045;27.43;6
0.002046;27.80;6
0.002045;27.88;6
0.002045;27.84;6
0.002045;27.56;6
0.002045;27.99;6
0.002045;27.83;6
0.002045;27.86;6
0.002045;27.80;6
0.002045;27.72;6
0.002045;28.01;6
0.002045;28.02;6
0.002134;27.79;7
0.002133;27.74;7
0.002133;27.61;7
0.002133;28.09;7
0.002133;27.97;7
0.002132;27.85;7
0.002132;27.75;7
0.002132;27.85;7
0.002132;28.01;7
0.002132;28.06;7
0.002132;27.82;7
0.002131;27.83;7
0.002131;27.95;7
0.002132;27.96;7
0.002131;27.85;7
0.002131;27.89;7
0.002131;27.81;7
0.002131;28.26;7
0.002131;28.18;7
0.002131;28.06;7
0.002131;28.13;7
0.002131;27.86;7
0.002131;28.16;7
0.002131;27.80;7
0.002130;27.79;7
0.002130;27.71;7
0.002130;27.92;7
0.002130;28.02;7
0.002130;27.84;7
0.002130;27.89;7
0.002130;28.10;7
0.002130;28.22;7
0.002130;28.26;7
0.002130;28.23;7
0.002130;28.35;7
0.002130;28.07;7
0.002130;27.61;7
0.002130;27.72;7
0.002130;27.69;7
0.002130;27.62;7
0.002129;27.70;7
0.002129;27.51;7
0.002129;27.84;7
0.002129;28.12;7
0.002129;27.88;7
0.002129;27.90;7
0.002129;27.92;7
0.002129;28.08;7
0.002129;28.08;7
0.002129;27.68;7
0.002054;27.69;7
0.002053;27.89;7
0.002053;27.78;7
0.002053;27.82;7
0.002053;27.65;7
0.002053;27.74;7
0.002052;28.01;7
0.002052;28.03;7
0.002052;27.97;7
0.002052;27.94;7
0.002052;27.79;7
0.002052;27.77;7
0.002052;27.97;7
0.002052;28.09;7
0.002052;27.83;7
0.002052;27.89;7
0.002052;27.93;7
0.002052;27.88;7
0.002052;27.70;7
0.002052;27.88;7
0.002051;27.87;7
0.002051;27.84;7
0.002051;28.08;7
0.002051;27.79;7
0.002051;27.38;7
0.002051;27.57;7
0.002051;27.70;7
0.002051;27.92;7
0.002051;27.97;7
0.002051;27.73;7
0.002051;27.99;7
0.002051;28.21;7
0.002051;28.54;7
0.002051;27.86;7
0.002051;27.75;7
0.002051;27.79;7
0.002051;28.03;7
0.002051;28.07;7
0.002051;28.20;7
0.002051;28.24;7
0.002051;27.73;7
0.002051;28.01;7
0.002050;27.87;7
0.002050;27.80;7
0.002050;27.89;7
0.002050;27.66;7
0.002050;27.76;7
0.002050;27.67;7
0.002050;27.94;7
0.002050;28.13;7
0.002137;28.26;8
0.002137;27.80;8
0.002137;27.41;8
0.002136;27.48;8
0.002136;27.79;8
0.002136;27.76;8
0.002136;27.78;8
0.002136;28.32;8
0.002136;28.61;8
0.002136;27.77;8
0.002136;28.00;8
0.002135;28.51;8
0.002135;28.15;8
0.002135;27.60;8
0.002135;27.74;8
0.002135;27.63;8
0.002135;27.79;8
0.002135;27.52;8
0.002135;27.87;8
0.002135;27.94;8
0.002135;27.62;8
0.002135;27.86;8
0.002135;27.99;8
0.002135;28.15;8
0.002135;27.71;8
0.002135;27.86;8
0.002135;27.98;8
0.002134;28.05;8
0.002134;28.20;8
0.002135;27.62;8
0.002134;27.66;8
0.002134;27.73;8
0.002134;27.82;8
0.002134;27.60;8
0.002134;27.70;8
0.002134;27.80;8
0.002134;28.07;8
0.002134;27.80;8
0.002134;27.77;8
0.002134;28.15;8
0.002134;27.87;8
0.002134;28.22;8
0.002134;27.72;8
0.002134;27.74;8
0.002134;27.54;8
0.002134;27.64;8
0.002134;27.44;8
0.002134;27.40;8
0.002134;27.68;8
0.002134;27.82;8
0.002051;28.54;8
0.002050;28.56;8
0.002050;28.04;8
0.002050;28.22;8
0.002050;28.68;8
0.002050;28.55;8
0.002050;27.99;8
0.002049;27.73;8
0.002049;27.78;8
0.002049;27.77;8
0.002049;27.88;8
0.002049;27.75;8
0.002049;27.97;8
0.002049;27.96;8
0.002049;27.91;8
0.002049;27.76;8
0.002049;27.63;8
0.002049;27.84;8
0.002049;27.68;8
0.002049;27.96;8
0.002049;27.95;8
0.002049;27.67;8
0.002048;27.52;8
0.002048;27.83;8
0.002048;27.90;8
0.002048;27.71;8
0.002048;27.74;8
0.002048;27.83;8
0.002048;28.03;8
0.002048;28.35;8
0.002048;28.42;8
0.002048;27.96;8
0.002048;27.90;8
0.002048;27.64;8
0.002048;27.58;8
0.002048;27.82;8
0.002048;27.87;8
0.002048;27.90;8
0.002048;27.96;8
0.002048;28.51;8
0.002048;27.94;8
0.002048;27.78;8
0.002048;27.77;8
0.002048;27.80;8
0.002048;28.12;8
0.002048;28.00;8
0.002047;27.78;8
0.002047;27.92;8
0.002047;28.03;8
0.002047;27.75;8
0.002156;27.69;9
0.002155;28.00;9
0.002154;27.98;9
0.002154;28.15;9
0.002154;27.66;9
0.002153;27.62;9
0.002154;27.72;9
0.002153;28.21;9
0.002153;27.87;9
0.002153;27.82;9
0.002153;27.87;9
0.002154;27.72;9
0.002153;27.79;9
0.002153;27.80;9
0.002153;27.69;9
0.002153;27.76;9
0.002152;27.62;9
0.002153;27.43;9
0.002152;27.44;9
0.002152;27.71;9
0.002152;27.76;9
0.002152;27.96;9
0.002152;28.14;9
0.002152;27.82;9
0.002152;27.70;9
0.002152;27.88;9
0.002152;27.60;9
0.002152;27.71;9
0.002152;27.88;9
0.002152;27.90;9
0.002152;27.89;9
0.002152;27.72;9
0.002152;27.71;9
0.002152;27.58;9
0.002151;27.48;9
0.002151;27.44;9
0.002152;27.73;9
0.002151;28.37;9
0.002152;28.46;9
0.002151;27.89;9
0.002151;27.75;9
0.002151;27.61;9
0.002151;27.68;9
0.002151;27.60;9
0.002151;27.55;9
0.002151;27.57;9
0.002151;27.65;9
0.002151;27.64;9
0.002151;27.37;9
0.002151;27.91;9
0.002051;27.86;9
0.002050;27.65;9
0.002050;27.74;9
0.002050;28.05;9
0.002050;28.04;9
0.002049;28.00;9
0.002049;28.00;9
0.002049;27.77;9
0.002049;27.55;9
0.002049;27.52;9
0.002049;27.55;9
0.002049;27.68;9
0.002049;27.70;9
0.002049;27.72;9
0.002049;28.08;9
0.002049;28.28;9
0.002049;27.75;9
0.002049;28.07;9
0.002049;28.26;9
0.002049;28.04;9
0.002049;27.51;9
0.002048;27.48;9
0.002049;27.90;9
0.002048;27.76;9
0.002049;27.82;9
0.002049;27.75;9
0.002049;27.92;9
0.002048;28.29;9
0.002048;27.92;9
0.002048;27.88;9
0.002048;27.72;9
0.002048;27.66;9
0.002048;28.09;9
0.002048;28.05;9
0.002048;27.96;9
0.002048;27.87;9
0.002048;28.14;9
0.002048;27.98;9
0.002048;27.95;9
0.002048;27.82;9
0.002048;27.79;9
0.002048;27.72;9
0.002048;27.76;9
0.002048;28.10;9
0.002048;27.87;9
0.002048;28.13;9
0.002048;28.37;9
0.002048;28.21;9
0.002048;27.93;9
0.002048;28.03;9
0.002169;27.96;10
0.002168;27.99;10
0.002168;27.94;10
0.002167;28.18;10
0.002167;28.02;10
0.002167;28.02;10
0.002167;28.11;10
0.002167;27.75;10
0.002167;28.13;10
0.002166;27.92;10
0.002166;27.84;10
0.002166;27.90;10
0.002166;27.95;10
0.002166;27.48;10
0.002166;27.64;10
0.002166;27.98;10
0.002166;27.74;10
0.002166;28.05;10
0.002166;28.44;10
0.002166;28.28;10
0.002166;28.79;10
0.002166;28.84;10
0.002166;28.14;10
0.002165;28.24;10
0.002165;28.37;10
0.002165;28.28;10
0.002165;28.05;10
0.002165;28.06;10
0.002165;27.59;10
0.002165;27.65;10
0.002165;27.70;10
0.002165;28.33;10
0.002165;27.96;10
0.002165;28.01;10
0.002165;28.10;10
0.002165;28.09;10
0.002165;28.19;10
0.002165;28.14;10
0.002165;27.90;10
0.002165;27.85;10
0.002165;27.60;10
0.002165;27.59;10
0.002165;27.95;10
0.002165;27.70;10
0.002165;27.94;10
0.002164;27.87;10
0.002164;28.02;10
0.002164;27.93;10
0.002164;27.91;10
0.002164;28.40;10
0.002064;27.98;10
0.002063;27.61;10
0.002062;27.77;10
0.002062;27.57;10
0.002062;27.71;10
0.002062;27.67;10
0.002062;27.75;10
0.002062;28.05;10
0.002062;28.03;10
0.002062;28.15;10
0.002062;27.66;10
0.002062;27.77;10
0.002062;27.87;10
0.002062;28.05;10
0.002061;28.11;10
0.002061;27.85;10
0.002061;27.83;10
0.002061;27.75;10
0.002061;27.60;10
0.002061;27.51;10
0.002061;27.91;10
0.002061;27.93;10
0.002061;27.94;10
0.002061;27.95;10
0.002060;28.15;10
0.002061;27.63;10
0.002061;27.62;10
0.002060;27.67;10
0.002061;27.73;10
0.002060;28.08;10
0.002061;28.07;10
0.002061;27.94;10
0.002060;28.33;10
0.002060;27.84;10
0.002060;27.85;10
0.002060;28.16;10
0.002060;27.86;10
0.002061;28.11;10
0.002060;27.78;10
0.002060;27.61;10
0.002060;27.60;10
0.002061;27.71;10
0.002061;27.87;10
0.002060;27.92;10
0.002060;27.81;10
0.002060;27.81;10
0.002060;27.95;10
0.002060;27.70;10
0.002060;27.61;10
0.002060;27.98;10
0.002202;27.88;11
0.002200;27.52;11
0.002199;27.73;11
0.002199;27.64;11
0.002199;27.79;11
0.002198;27.81;11
0.002198;28.11;11
0.002198;27.67;11
0.002198;27.93;11
0.002198;28.08;11
0.002198;27.78;11
0.002197;28.07;11
0.002197;28.01;11
0.002197;28.04;11
0.002197;28.05;11
0.002197;27.64;11
0.002197;27.52;11
0.002197;28.14;11
0.002197;28.09;11
0.002197;27.62;11
0.002197;27.67;11
0.002197;27.99;11
0.002196;27.53;11
0.002196;27.90;11
0.002196;27.65;11
0.002196;27.98;11
0.002196;27.77;11
0.002196;27.85;11
0.002196;27.99;11
0.002196;27.76;11
0.002196;27.55;11
0.002196;27.92;11
0.002196;27.89;11
0.002196;27.93;11
0.002196;28.03;11
0.002196;27.92;11
0.002196;28.19;11
0.002196;27.82;11
0.002196;27.73;11
0.002196;27.68;11
0.002195;27.97;11
0.002195;27.99;11
0.002195;28.10;11
0.002195;27.57;11
0.002195;27.87;11
0.002195;27.70;11
0.002195;27.97;11
0.002195;27.95;11
0.002195;27.69;11
0.002195;27.96;11
0.002067;27.80;11
0.002065;28.11;11
0.002064;27.93;11
0.002064;28.01;11
0.002063;27.93;11
0.002063;28.04;11
0.002063;27.94;11
0.002063;28.02;11
0.002062;27.95;11
0.002062;27.79;11
0.002062;27.67;11
0.002062;27.70;11
0.002062;27.63;11
0.002062;28.00;11
0.002062;27.91;11
0.002062;27.79;11
0.002061;27.82;11
0.002061;27.80;11
0.002061;27.88;11
0.002061;28.23;11
0.002061;28.18;11
0.002061;28.32;11
0.002061;28.20;11
0.002061;28.19;11
0.002061;27.91;11
0.002061;28.00;11
0.002061;27.92;11
0.002061;27.82;11
0.002061;27.74;11
0.002061;27.67;11
0.002061;27.71;11
0.002061;28.02;11
0.002060;28.15;11
0.002060;27.95;11
0.002060;27.86;11
0.002060;27.89;11
0.002060;28.19;11
0.002060;28.04;11
0.002060;27.77;11
0.002060;27.71;11
0.002060;27.90;11
0.002060;27.99;11
0.002060;27.67;11
0.002060;27.54;11
0.002060;27.66;11
0.002060;27.72;11
0.002060;27.58;11
0.002060;27.71;11
0.002060;27.63;11
0.002060;27.92;11
0.002286;28.07;12
0.002284;28.11;12
0.002281;28.07;12
0.002280;27.98;12
0.002279;28.55;12
0.002279;28.43;12
0.002278;28.04;12
0.002277;27.89;12
0.002277;27.92;12
0.002277;27.90;12
0.002277;27.92;12
0.002276;27.99;12
0.002276;27.37;12
0.002276;27.52;12
0.002275;27.54;12
0.002276;27.65;12
0.002275;27.88;12
0.002275;27.78;12
0.002275;28.04;12
0.002275;27.77;12
0.002275;28.02;12
0.002274;28.00;12
0.002274;27.89;12
0.002274;27.50;12
0.002274;27.49;12
0.002274;27.61;12
0.002274;28.03;12
0.002274;27.65;12
0.002273;27.41;12
0.002273;27.36;12
0.002273;27.54;12
0.002273;27.57;12
0.002273;27.70;12
0.002273;28.31;12
0.002272;27.82;12
0.002272;27.79;12
0.002272;27.51;12
0.002272;27.66;12
0.002272;27.73;12
0.002272;27.88;12
0.002272;27.91;12
0.002272;27.80;12
0.002272;28.09;12
0.002272;27.73;12
0.002272;27.57;12
0.002271;27.87;12
0.002272;27.81;12
0.002271;28.02;12
0.002271;27.95;12
0.002271;27.82;12
0.002132;27.62;12
0.002127;28.11;12
0.002124;28.10;12
0.002122;27.93;12
0.002121;27.69;12
0.002120;27.44;12
0.002120;27.74;12
0.002119;27.53;12
0.002118;27.51;12
0.002118;27.64;12
0.002117;27.92;12
0.002117;27.90;12
0.002117;27.74;12
0.002116;27.91;12
0.002116;27.91;12
0.002116;28.25;12
0.002116;28.05;12
0.002115;27.95;12
0.002115;27.94;12
0.002115;27.44;12
