loss;elapsed time;iteration0.007651;32.60;0
0.003267;32.45;0
0.002602;32.42;0
0.002454;33.01;0
0.002384;32.74;0
0.002132;32.24;0
0.002166;32.10;0
0.002117;32.24;0
0.002141;32.00;0
0.002071;29.04;0
0.002118;31.86;0
0.002178;35.19;0
0.002044;34.02;0
0.002065;35.16;0
0.002030;35.66;0
0.002038;34.45;0
0.002068;34.12;0
0.002040;34.67;0
0.002269;34.42;0
0.002126;33.36;0
0.002036;34.00;0
0.002079;32.95;0
0.002029;33.69;0
0.002115;33.50;0
0.002029;31.79;0
0.002086;32.85;0
0.002041;32.01;0
0.002091;32.52;0
0.002261;31.31;0
0.002067;28.64;0
0.002052;31.38;0
0.002024;31.07;0
0.002076;31.28;0
0.002155;31.00;0
0.002050;31.12;0
0.002214;31.16;0
0.002124;31.27;0
0.002068;31.20;0
0.002046;28.28;0
0.002098;31.47;0
0.002026;31.84;0
0.002111;31.15;0
0.002129;31.55;0
0.002024;31.07;0
0.002014;31.63;0
0.002137;31.11;0
0.002002;31.64;0
0.002141;28.33;0
0.002006;31.68;0
0.002135;31.22;0
0.002031;31.18;0
0.002061;31.23;0
0.002251;31.15;0
0.002059;31.22;0
0.002076;31.16;0
0.002024;28.35;0
0.002042;31.35;0
0.002007;31.81;0
0.002034;31.35;0
0.002011;31.23;0
0.001980;31.29;0
0.002139;31.31;0
0.002136;31.12;0
0.002017;31.03;0
0.002071;28.04;0
0.002002;31.36;0
0.002014;30.16;0
0.001991;31.01;0
0.002007;30.67;0
0.002011;31.58;0
0.002023;31.40;0
0.002009;32.04;0
0.002056;28.27;0
0.002338;31.24;0
0.001998;31.21;0
0.002122;30.82;0
0.002007;31.12;0
0.001998;30.87;0
0.002032;30.95;0
0.002013;30.88;0
0.002015;28.24;0
0.002019;31.31;0
0.001982;30.95;0
0.002043;30.90;0
0.002163;30.88;0
0.001998;31.00;0
0.001988;30.99;0
0.002016;30.94;0
0.002060;31.19;0
0.002016;28.15;0
0.002023;30.69;0
0.002382;31.26;0
0.001983;31.42;0
0.002052;31.29;0
0.001996;31.36;0
0.002084;31.42;0
0.001972;27.89;0
0.002016;31.36;0
0.001961;31.94;0
0.002027;31.72;0
0.007888;31.71;1
0.003040;27.67;1
0.002641;31.40;1
0.002209;31.47;1
0.002304;31.22;1
0.002130;31.64;1
0.002100;31.30;1
0.002073;31.30;1
0.002355;27.64;1
0.002032;30.98;1
0.002056;30.62;1
0.002775;30.82;1
0.002048;30.80;1
0.002070;30.69;1
0.002160;30.83;1
0.002132;27.90;1
0.002265;31.32;1
0.002051;31.27;1
0.002072;31.49;1
0.002068;31.54;1
0.002025;31.52;1
0.002097;31.54;1
0.001988;31.51;1
0.002071;27.76;1
0.002074;31.08;1
0.002322;31.08;1
0.002050;31.02;1
0.002049;30.93;1
0.002083;31.04;1
0.002022;31.36;1
0.002043;27.33;1
0.002060;31.02;1
0.002083;31.38;1
0.002099;31.39;1
0.002005;31.24;1
0.002077;31.13;1
0.002088;31.26;1
0.002044;27.60;1
0.002028;31.24;1
0.002014;31.06;1
0.002043;31.10;1
0.002049;31.38;1
0.002034;31.66;1
0.002268;31.86;1
0.002105;27.79;1
0.002267;31.01;1
0.002036;31.06;1
0.002022;31.26;1
0.002034;31.19;1
0.002016;31.29;1
0.001989;30.88;1
0.001999;31.12;1
0.002022;31.06;1
0.001999;30.76;1
0.002058;30.88;1
0.002018;27.56;1
0.002022;30.69;1
0.002077;30.72;1
0.002056;30.69;1
