loss;elapsed time;iteration0.154565;43.65;0
0.123971;43.12;0
0.105140;43.42;0
0.091626;43.32;0
0.082202;42.91;0
0.075206;43.00;0
0.068892;43.32;0
0.063522;43.35;0
0.058261;43.37;0
0.055060;42.95;0
0.051118;43.04;0
0.043870;43.37;0
0.038646;43.32;0
0.034266;43.39;0
0.030860;43.48;0
0.028267;43.27;0
0.025665;43.57;0
0.023443;43.38;0
0.021781;43.87;0
0.019979;43.47;0
0.018638;43.29;0
0.017381;43.22;0
0.016186;43.42;0
0.014936;43.65;0
0.014129;43.27;0
0.012901;43.33;0
0.012269;43.23;0
0.011677;43.15;0
0.010924;43.28;0
0.010173;43.53;0
0.009432;43.66;0
0.008622;43.51;0
0.008217;43.20;0
0.007870;43.23;0
0.007743;43.37;0
0.007455;43.41;0
0.007086;43.23;0
0.006791;43.34;0
0.006639;43.47;0
0.006298;43.32;0
0.006109;43.25;0
0.005902;43.34;0
0.005733;43.26;0
0.005612;43.49;0
0.005469;43.38;0
0.005237;43.25;0
0.005047;43.31;0
0.004936;43.43;0
0.004780;43.33;0
0.004692;43.12;0
0.004611;43.37;0
0.004563;43.26;0
0.004477;43.42;0
0.004418;43.13;0
0.004352;43.65;0
0.004290;43.50;0
0.004216;43.50;0
0.004145;43.11;0
0.004091;43.20;0
0.004036;43.32;0
0.003980;43.22;0
0.003912;43.51;0
0.003834;43.43;0
0.003769;43.28;0
0.003707;43.47;0
0.003647;43.79;0
0.003637;43.25;0
0.003574;43.16;0
0.003526;43.20;0
0.003472;43.28;0
0.003432;43.67;0
0.003406;43.56;0
0.003381;43.49;0
0.003324;43.62;0
0.003311;43.17;0
0.003281;43.18;0
0.003249;43.32;0
0.003211;43.35;0
0.003180;43.39;0
0.003135;43.41;0
0.003093;43.46;0
0.003036;43.43;0
0.002951;43.26;0
0.002892;43.23;0
0.002836;43.32;0
0.002800;43.56;0
0.002772;43.30;0
0.002747;43.30;0
0.002712;43.20;0
0.002676;43.17;0
0.002635;43.39;0
0.002594;43.50;0
0.002548;43.43;0
0.002513;43.42;0
0.002466;43.37;0
0.002406;43.49;0
0.002361;43.61;0
0.002324;43.38;0
0.002282;43.43;0
0.002255;43.56;0
0.260080;43.55;1
0.160423;43.46;1
0.109115;43.24;1
0.086170;43.68;1
0.074450;43.36;1
0.066820;43.45;1
0.060758;43.47;1
0.055496;43.43;1
0.050824;43.85;1
0.046655;43.99;1
0.042880;43.61;1
0.039447;43.54;1
0.036311;43.85;1
0.033311;43.69;1
0.030380;43.46;1
0.027524;43.49;1
0.024733;43.82;1
0.021845;43.69;1
0.018705;43.34;1
0.014852;43.77;1
0.009305;43.93;1
0.006459;43.95;1
0.005787;43.79;1
0.005232;43.75;1
0.004874;43.78;1
0.004586;43.58;1
0.004347;43.62;1
0.004141;43.58;1
0.003963;44.10;1
0.003806;44.21;1
0.003665;44.08;1
0.003537;43.47;1
0.003421;43.57;1
0.003315;43.66;1
0.003219;43.31;1
0.003130;43.35;1
0.003049;43.42;1
0.002976;43.43;1
0.002909;43.44;1
0.002849;43.47;1
0.002793;43.58;1
0.002741;43.49;1
0.002694;43.55;1
0.002650;43.35;1
0.002610;43.43;1
0.002574;43.23;1
0.002540;43.63;1
0.002509;43.59;1
0.002480;43.54;1
0.002454;43.78;1
0.002741;43.79;1
0.002700;43.37;1
0.002650;43.76;1
0.002632;43.64;1
0.002630;43.28;1
0.002630;43.73;1
0.002595;43.86;1
0.002579;43.75;1
0.002561;43.63;1
0.002529;43.70;1
0.002509;43.46;1
0.002494;43.42;1
0.002481;43.57;1
0.002471;43.86;1
0.002462;43.44;1
0.002456;43.77;1
0.002451;43.60;1
0.002445;43.73;1
0.002438;43.71;1
0.002433;43.31;1
0.002426;43.29;1
0.002419;43.42;1
0.002411;43.25;1
0.002403;43.36;1
0.002398;43.66;1
0.002393;43.60;1
0.002389;44.05;1
0.002386;43.99;1
0.002384;43.86;1
0.002382;43.50;1
0.002380;43.68;1
0.002377;43.48;1
0.002375;43.23;1
0.002373;43.53;1
0.002371;43.98;1
0.002369;43.62;1
0.002369;43.45;1
0.002367;43.88;1
0.002364;43.71;1
0.002361;43.37;1
0.002359;43.30;1
0.002359;43.32;1
0.002358;43.94;1
0.002357;43.95;1
0.002356;43.76;1
0.002355;44.03;1
0.002354;44.02;1
0.002354;43.94;1
0.002353;43.29;1
0.002352;43.83;1
0.002264;43.71;2
0.002243;43.97;2
0.002224;44.12;2
0.002206;43.50;2
0.002189;43.48;2
0.002174;43.55;2
0.002160;43.97;2
0.002147;43.37;2
0.002136;43.49;2
0.002125;43.45;2
0.002115;43.62;2
0.002106;43.84;2
0.002098;43.75;2
0.002090;43.38;2
0.002083;43.52;2
0.002076;43.64;2
0.002070;43.56;2
0.002064;43.86;2
0.002059;43.84;2
0.002054;43.94;2
0.002050;43.74;2
0.002046;43.61;2
0.002042;43.37;2
0.002039;43.56;2
0.002036;43.66;2
0.002033;43.55;2
0.002030;43.50;2
0.002028;43.37;2
0.002026;43.45;2
0.002024;43.44;2
0.002022;43.43;2
0.002020;43.63;2
0.002019;43.60;2
0.002017;43.85;2
0.002016;43.59;2
0.002015;43.64;2
0.002013;43.71;2
0.002012;43.86;2
0.002011;43.55;2
0.002011;43.75;2
0.002010;43.96;2
0.002009;44.04;2
0.002008;43.78;2
0.002008;43.57;2
0.002007;43.52;2
0.002007;43.83;2
0.002006;43.73;2
0.002006;43.81;2
0.002005;43.56;2
0.002005;43.44;2
0.002008;43.72;2
0.002008;43.90;2
0.002008;43.69;2
0.002007;43.99;2
0.002007;43.66;2
0.002007;43.73;2
0.002007;43.89;2
0.002007;43.70;2
0.002007;43.56;2
0.002007;43.54;2
0.002006;43.58;2
0.002006;43.57;2
0.002006;44.03;2
0.002006;43.57;2
0.002006;43.92;2
0.002006;43.62;2
0.002006;43.75;2
0.002006;43.57;2
0.002006;43.48;2
0.002006;43.79;2
0.002005;43.76;2
0.002005;43.70;2
0.002005;43.70;2
0.002005;43.93;2
0.002005;43.78;2
0.002005;43.79;2
0.002005;43.78;2
0.002005;43.73;2
0.002005;43.79;2
0.002005;43.71;2
0.002005;43.93;2
0.002005;43.64;2
0.002005;43.78;2
0.002004;43.75;2
0.002004;43.58;2
0.002004;43.82;2
0.002004;43.93;2
0.002004;43.48;2
0.002004;43.53;2
0.002004;43.50;2
0.002004;43.35;2
0.002004;43.56;2
0.002004;43.64;2
0.002004;43.43;2
0.002004;43.93;2
0.002004;43.92;2
0.002003;43.60;2
0.002003;43.54;2
0.002003;43.64;2
0.002003;43.54;2
0.002005;43.43;3
0.002005;43.83;3
0.002005;43.70;3
0.002004;43.41;3
0.002004;43.61;3
0.002004;43.84;3
0.002004;43.78;3
0.002004;44.12;3
0.002004;43.83;3
0.002003;43.52;3
0.002003;43.71;3
0.002003;43.35;3
0.002003;43.49;3
0.002003;43.68;3
0.002003;43.79;3
0.002003;43.80;3
0.002003;43.79;3
0.002003;43.55;3
0.002003;43.44;3
0.002003;43.70;3
0.002002;43.69;3
0.002002;43.96;3
0.002002;43.65;3
0.002002;43.45;3
0.002002;43.47;3
